ctcf	sequence	type
MACS_peak_7241	ENSG00000140470	gene
MACS_peak_7242	ENSG00000140470	gene
MACS_peak_7244	ENSG00000140471	gene
MACS_peak_7245	ENSG00000183475	gene
MACS_peak_7248	ENSG00000154237	gene
MACS_peak_7249	ENSG00000154237	gene
MACS_peak_7250	ENSG00000154237	gene
MACS_peak_7254	ENSG00000140479	gene
MACS_peak_7255	ENSG00000140479	gene
MACS_peak_7256	ENSG00000184277	gene
MACS_peak_7257	ENSG00000184277	gene
MACS_peak_7258	ENSG00000184277	gene
MACS_peak_7259	ENSG00000185418	gene
MACS_peak_6567	ENSG00000258410	other
MACS_peak_6574	ENSG00000258654	other
MACS_peak_6575	ENSG00000180229	other
MACS_peak_6577	ENSG00000180229	other
MACS_peak_6578	ENSG00000180229	other
MACS_peak_6580	ENSG00000181984	other
MACS_peak_6587	ENSG00000258710	other
MACS_peak_6597	ENSG00000284500	other
MACS_peak_6598	ENSG00000284500	other
MACS_peak_6603	ENSG00000185182	other
MACS_peak_6606	ENSG00000277561	other
MACS_peak_6607	ENSG00000276550	other
MACS_peak_6608	ENSG00000276550	other
MACS_peak_6609	ENSG00000276550	other
MACS_peak_6611	ENSG00000175676	other
MACS_peak_6615	ENSG00000273756	other
MACS_peak_6620	ENSG00000260232	other
MACS_peak_6625	ENSG00000261621	other
MACS_peak_6640	ENSG00000237850	other
MACS_peak_6645	ENSG00000206149	other
MACS_peak_6646	ENSG00000206149	other
MACS_peak_6653	ENSG00000229389	other
MACS_peak_6668	ENSG00000247728	other
MACS_peak_6669	ENSG00000285035	other
MACS_peak_6669	ENSG00000187951	other
MACS_peak_6670	ENSG00000103832	other
MACS_peak_6685	ENSG00000215304	other
MACS_peak_6685	ENSG00000261279	other
MACS_peak_6688	ENSG00000261064	other
MACS_peak_6689	ENSG00000262728	other
MACS_peak_6690	ENSG00000262728	other
MACS_peak_6704	ENSG00000259639	other
MACS_peak_6710	ENSG00000259434	other
MACS_peak_6711	ENSG00000259434	other
MACS_peak_6712	ENSG00000259434	other
MACS_peak_6715	ENSG00000259225	other
MACS_peak_6726	ENSG00000259345	other
MACS_peak_6727	ENSG00000259345	other
MACS_peak_6728	ENSG00000259345	other
MACS_peak_6729	ENSG00000259345	other
MACS_peak_6730	ENSG00000259345	other
MACS_peak_6734	ENSG00000248508	other
MACS_peak_6735	ENSG00000259584	other
MACS_peak_6744	ENSG00000246740	other
MACS_peak_6750	ENSG00000285080	other
MACS_peak_6751	ENSG00000285080	other
MACS_peak_6752	ENSG00000285117	other
MACS_peak_6763	ENSG00000259479	other
MACS_peak_6764	ENSG00000259742	other
MACS_peak_6767	ENSG00000259418	other
MACS_peak_6768	ENSG00000259418	other
MACS_peak_6769	ENSG00000259520	other
MACS_peak_6772	ENSG00000259354	other
MACS_peak_6778	ENSG00000259255	other
MACS_peak_6779	ENSG00000259255	other
MACS_peak_6811	ENSG00000273674	other
MACS_peak_6813	ENSG00000273674	other
MACS_peak_6819	ENSG00000259240	other
MACS_peak_6820	ENSG00000259240	other
MACS_peak_6822	ENSG00000259240	other
MACS_peak_6824	ENSG00000259240	other
MACS_peak_6828	ENSG00000259678	other
MACS_peak_6829	ENSG00000259678	other
MACS_peak_6830	ENSG00000259678	other
MACS_peak_6841	ENSG00000259201	other
MACS_peak_6842	ENSG00000259201	other
MACS_peak_6861	ENSG00000259669	other
MACS_peak_6862	ENSG00000259669	other
MACS_peak_6872	ENSG00000261771	other
MACS_peak_6897	ENSG00000245534	other
MACS_peak_6905	ENSG00000259498	other
MACS_peak_6906	ENSG00000259672	other
MACS_peak_6908	ENSG00000259248	other
MACS_peak_6933	ENSG00000259673	other
MACS_peak_6934	ENSG00000259673	other
MACS_peak_6935	ENSG00000259673	other
MACS_peak_6949	ENSG00000245750	other
MACS_peak_6974	ENSG00000261423	other
MACS_peak_6976	ENSG00000259783	other
MACS_peak_6976	ENSG00000260144	other
MACS_peak_6997	ENSG00000277718	other
MACS_peak_7034	ENSG00000261244	other
MACS_peak_7034	ENSG00000260776	other
MACS_peak_7038	ENSG00000261303	other
MACS_peak_7039	ENSG00000261303	other
MACS_peak_7056	ENSG00000259343	other
MACS_peak_7057	ENSG00000259343	other
MACS_peak_7057	ENSG00000259543	other
MACS_peak_7058	ENSG00000259543	other
MACS_peak_7058	ENSG00000259594	other
MACS_peak_7059	ENSG00000259543	other
MACS_peak_7059	ENSG00000259594	other
MACS_peak_7061	ENSG00000259543	other
MACS_peak_7061	ENSG00000259692	other
MACS_peak_7062	ENSG00000259692	other
MACS_peak_7072	ENSG00000259429	other
MACS_peak_7074	ENSG00000276710	other
MACS_peak_7076	ENSG00000277741	other
MACS_peak_7085	ENSG00000255769	other
MACS_peak_7091	ENSG00000259805	other
MACS_peak_7091	ENSG00000260351	other
MACS_peak_7092	ENSG00000259986	other
MACS_peak_7099	ENSG00000280038	other
MACS_peak_7100	ENSG00000259726	other
MACS_peak_7104	ENSG00000230373	other
MACS_peak_7105	ENSG00000189136	other
MACS_peak_7105	ENSG00000259728	other
MACS_peak_7108	ENSG00000229212	other
MACS_peak_7108	ENSG00000259295	other
MACS_peak_7109	ENSG00000188388	other
MACS_peak_7119	ENSG00000259620	other
MACS_peak_7125	ENSG00000259560	other
MACS_peak_7126	ENSG00000259560	other
MACS_peak_7127	ENSG00000259560	other
MACS_peak_7134	ENSG00000260123	other
MACS_peak_7135	ENSG00000260123	other
MACS_peak_7142	ENSG00000259713	other
MACS_peak_7143	ENSG00000259713	other
MACS_peak_7144	ENSG00000259713	other
MACS_peak_7150	ENSG00000214433	other
MACS_peak_7154	ENSG00000259736	other
MACS_peak_7155	ENSG00000259736	other
MACS_peak_7161	ENSG00000258551	other
MACS_peak_7162	ENSG00000258551	other
MACS_peak_7171	ENSG00000260661	other
MACS_peak_7172	ENSG00000260661	other
MACS_peak_7173	ENSG00000260661	other
MACS_peak_7175	ENSG00000183643	other
MACS_peak_7179	ENSG00000272298	other
MACS_peak_7180	ENSG00000272298	other
MACS_peak_7184	ENSG00000257060	other
MACS_peak_7185	ENSG00000258631	other
MACS_peak_7186	ENSG00000258631	other
MACS_peak_7187	ENSG00000258754	other
MACS_peak_7188	ENSG00000258476	other
MACS_peak_7188	ENSG00000258754	other
MACS_peak_7197	ENSG00000277654	other
MACS_peak_7198	ENSG00000277654	other
MACS_peak_7199	ENSG00000248441	other
MACS_peak_7200	ENSG00000275016	other
MACS_peak_7201	ENSG00000275016	other
MACS_peak_7202	ENSG00000275016	other
MACS_peak_7203	ENSG00000275443	other
MACS_peak_7213	ENSG00000259403	other
MACS_peak_7214	ENSG00000259485	other
MACS_peak_7214	ENSG00000259664	other
MACS_peak_7215	ENSG00000259485	other
MACS_peak_7215	ENSG00000259664	other
MACS_peak_7216	ENSG00000259485	other
MACS_peak_7216	ENSG00000259664	other
MACS_peak_7217	ENSG00000259485	other
MACS_peak_7217	ENSG00000259664	other
MACS_peak_7218	ENSG00000259485	other
MACS_peak_7218	ENSG00000259664	other
MACS_peak_7219	ENSG00000259664	other
MACS_peak_7220	ENSG00000259664	other
MACS_peak_7221	ENSG00000259664	other
MACS_peak_7222	ENSG00000259664	other
MACS_peak_7223	ENSG00000251209	other
MACS_peak_7224	ENSG00000258483	other
MACS_peak_7225	ENSG00000258483	other
MACS_peak_7225	ENSG00000259199	other
MACS_peak_7237	ENSG00000182397	other
MACS_peak_7246	ENSG00000259579	other
MACS_peak_7247	ENSG00000272808	other
MACS_peak_7247	ENSG00000272639	other
MACS_peak_7247	ENSG00000259604	other
MACS_peak_7254	ENSG00000279970	other
MACS_peak_7254	ENSG00000259172	other
MACS_peak_7260	ENSG00000259660	other
MACS_peak_7261	ENSG00000259660	other
MACS_peak_7262	ENSG00000259660	other
MACS_peak_7263	ENSG00000259660	other
MACS_peak_7263	ENSG00000259236	other
MACS_peak_7270	ENSG00000185596	other
MACS_peak_7275	ENSG00000161981	promoter
MACS_peak_7439	ENSG00000166828	promoter
MACS_peak_7479	ENSG00000184110	promoter
MACS_peak_7497	ENSG00000280789	promoter
MACS_peak_7509	ENSG00000099377	promoter
MACS_peak_7510	ENSG00000103507	promoter
MACS_peak_7770	ENSG00000172137	promoter
MACS_peak_7862	ENSG00000166454	promoter
MACS_peak_7275	ENSG00000161980	gene
MACS_peak_7276	ENSG00000129925	gene
MACS_peak_7277	ENSG00000197562	gene
MACS_peak_7278	ENSG00000197562	gene
MACS_peak_7282	ENSG00000063854	gene
MACS_peak_7283	ENSG00000162039	gene
MACS_peak_7295	ENSG00000008517	gene
MACS_peak_7298	ENSG00000162104	gene
MACS_peak_7301	ENSG00000126603	gene
MACS_peak_7302	ENSG00000140632	gene
MACS_peak_7303	ENSG00000033011	gene
MACS_peak_7303	ENSG00000118894	gene
MACS_peak_7304	ENSG00000118894	gene
MACS_peak_7305	ENSG00000078328	gene
MACS_peak_7307	ENSG00000078328	gene
MACS_peak_7309	ENSG00000078328	gene
MACS_peak_7310	ENSG00000078328	gene
MACS_peak_7311	ENSG00000078328	gene
MACS_peak_7312	ENSG00000078328	gene
MACS_peak_7313	ENSG00000078328	gene
MACS_peak_7314	ENSG00000078328	gene
MACS_peak_7315	ENSG00000078328	gene
MACS_peak_7319	ENSG00000232258	gene
MACS_peak_7323	ENSG00000187555	gene
MACS_peak_7333	ENSG00000183454	gene
MACS_peak_7334	ENSG00000183454	gene
MACS_peak_7335	ENSG00000183454	gene
MACS_peak_7338	ENSG00000166669	gene
MACS_peak_7339	ENSG00000166669	gene
MACS_peak_7341	ENSG00000038532	gene
MACS_peak_7342	ENSG00000038532	gene
MACS_peak_7343	ENSG00000038532	gene
MACS_peak_7344	ENSG00000188897	gene
MACS_peak_7345	ENSG00000188897	gene
MACS_peak_7346	ENSG00000188897	gene
MACS_peak_7347	ENSG00000188897	gene
MACS_peak_7349	ENSG00000153066	gene
MACS_peak_7351	ENSG00000234719	gene
MACS_peak_7352	ENSG00000048471	gene
MACS_peak_7353	ENSG00000048471	gene
MACS_peak_7354	ENSG00000048471	gene
MACS_peak_7355	ENSG00000048471	gene
MACS_peak_7356	ENSG00000048471	gene
MACS_peak_7357	ENSG00000048471	gene
MACS_peak_7361	ENSG00000186260	gene
MACS_peak_7364	ENSG00000103512	gene
MACS_peak_7366	ENSG00000183426	gene
MACS_peak_7367	ENSG00000179889	gene
MACS_peak_7368	ENSG00000179889	gene
MACS_peak_7371	ENSG00000261130	gene
MACS_peak_7372	ENSG00000072864	gene
MACS_peak_7373	ENSG00000072864	gene
MACS_peak_7374	ENSG00000133392	gene
MACS_peak_7375	ENSG00000103222	gene
MACS_peak_7392	ENSG00000185164	gene
MACS_peak_7396	ENSG00000157106	gene
MACS_peak_7399	ENSG00000103528	gene
MACS_peak_7401	ENSG00000103534	gene
MACS_peak_7402	ENSG00000006007	gene
MACS_peak_7403	ENSG00000006007	gene
MACS_peak_7404	ENSG00000103544	gene
MACS_peak_7405	ENSG00000103544	gene
MACS_peak_7406	ENSG00000174628	gene
MACS_peak_7409	ENSG00000169340	gene
MACS_peak_7411	ENSG00000066813	gene
MACS_peak_7412	ENSG00000005187	gene
MACS_peak_7412	ENSG00000166743	gene
MACS_peak_7413	ENSG00000005187	gene
MACS_peak_7414	ENSG00000005187	gene
MACS_peak_7415	ENSG00000158486	gene
MACS_peak_7416	ENSG00000169246	gene
MACS_peak_7419	ENSG00000197006	gene
MACS_peak_7419	ENSG00000140749	gene
MACS_peak_7420	ENSG00000155719	gene
MACS_peak_7421	ENSG00000155719	gene
MACS_peak_7422	ENSG00000155719	gene
MACS_peak_7425	ENSG00000185864	gene
MACS_peak_7427	ENSG00000185716	gene
MACS_peak_7428	ENSG00000185716	gene
MACS_peak_7429	ENSG00000175267	gene
MACS_peak_7430	ENSG00000058600	gene
MACS_peak_7432	ENSG00000243716	gene
MACS_peak_7438	ENSG00000122254	gene
MACS_peak_7441	ENSG00000168447	gene
MACS_peak_7442	ENSG00000168447	gene
MACS_peak_7443	ENSG00000168434	gene
MACS_peak_7444	ENSG00000168434	gene
MACS_peak_7445	ENSG00000168434	gene
MACS_peak_7446	ENSG00000166501	gene
MACS_peak_7450	ENSG00000090905	gene
MACS_peak_7451	ENSG00000090905	gene
MACS_peak_7452	ENSG00000090905	gene
MACS_peak_7453	ENSG00000090905	gene
MACS_peak_7454	ENSG00000158865	gene
MACS_peak_7455	ENSG00000158865	gene
MACS_peak_7456	ENSG00000140750	gene
MACS_peak_7460	ENSG00000182601	gene
MACS_peak_7461	ENSG00000182601	gene
MACS_peak_7465	ENSG00000169189	gene
MACS_peak_7467	ENSG00000047578	gene
MACS_peak_7468	ENSG00000047578	gene
MACS_peak_7469	ENSG00000047578	gene
MACS_peak_7471	ENSG00000169180	gene
MACS_peak_7474	ENSG00000205609	gene
MACS_peak_7478	ENSG00000196502	gene
MACS_peak_7480	ENSG00000184110	gene
MACS_peak_7483	ENSG00000178188	gene
MACS_peak_7484	ENSG00000178188	gene
MACS_peak_7491	ENSG00000277669	gene
MACS_peak_7491	ENSG00000103485	gene
MACS_peak_7497	ENSG00000167371	gene
MACS_peak_7497	ENSG00000280893	gene
MACS_peak_7499	ENSG00000174938	gene
MACS_peak_7500	ENSG00000149926	gene
MACS_peak_7503	ENSG00000179965	gene
MACS_peak_7505	ENSG00000005844	gene
MACS_peak_7508	ENSG00000099385	gene
MACS_peak_7511	ENSG00000169896	gene
MACS_peak_7512	ENSG00000169896	gene
MACS_peak_7515	ENSG00000140691	gene
MACS_peak_7518	ENSG00000197302	gene
MACS_peak_7519	ENSG00000197302	gene
MACS_peak_7522	ENSG00000185947	gene
MACS_peak_7523	ENSG00000185947	gene
MACS_peak_7641	ENSG00000171241	gene
MACS_peak_7644	ENSG00000140795	gene
MACS_peak_7645	ENSG00000155330	gene
MACS_peak_7646	ENSG00000166123	gene
MACS_peak_7648	ENSG00000129636	gene
MACS_peak_7649	ENSG00000129636	gene
MACS_peak_7650	ENSG00000129636	gene
MACS_peak_7654	ENSG00000196470	gene
MACS_peak_7662	ENSG00000121281	gene
MACS_peak_7663	ENSG00000167208	gene
MACS_peak_7666	ENSG00000177200	gene
MACS_peak_7673	ENSG00000140718	gene
MACS_peak_7674	ENSG00000140718	gene
MACS_peak_7681	ENSG00000125124	gene
MACS_peak_7684	ENSG00000102900	gene
MACS_peak_7685	ENSG00000102900	gene
MACS_peak_7688	ENSG00000140859	gene
MACS_peak_7689	ENSG00000103005	gene
MACS_peak_7714	ENSG00000150394	gene
MACS_peak_7716	ENSG00000150394	gene
MACS_peak_7717	ENSG00000150394	gene
MACS_peak_7739	ENSG00000260851	gene
MACS_peak_7739	ENSG00000166546	gene
MACS_peak_7740	ENSG00000249961	gene
MACS_peak_7741	ENSG00000159593	gene
MACS_peak_7743	ENSG00000159708	gene
MACS_peak_7745	ENSG00000039523	gene
MACS_peak_7746	ENSG00000102904	gene
MACS_peak_7747	ENSG00000213398	gene
MACS_peak_7748	ENSG00000167264	gene
MACS_peak_7749	ENSG00000072736	gene
MACS_peak_7750	ENSG00000072736	gene
MACS_peak_7752	ENSG00000039068	gene
MACS_peak_7753	ENSG00000103047	gene
MACS_peak_7754	ENSG00000103047	gene
MACS_peak_7755	ENSG00000168802	gene
MACS_peak_7756	ENSG00000168807	gene
MACS_peak_7757	ENSG00000168807	gene
MACS_peak_7758	ENSG00000260914	gene
MACS_peak_7759	ENSG00000103018	gene
MACS_peak_7761	ENSG00000198373	gene
MACS_peak_7763	ENSG00000260537	gene
MACS_peak_7763	ENSG00000157349	gene
MACS_peak_7764	ENSG00000260537	gene
MACS_peak_7764	ENSG00000168872	gene
MACS_peak_7765	ENSG00000157423	gene
MACS_peak_7766	ENSG00000157423	gene
MACS_peak_7767	ENSG00000157423	gene
MACS_peak_7768	ENSG00000157423	gene
MACS_peak_7772	ENSG00000157429	gene
MACS_peak_7773	ENSG00000157429	gene
MACS_peak_7774	ENSG00000040199	gene
MACS_peak_7775	ENSG00000166747	gene
MACS_peak_7776	ENSG00000166747	gene
MACS_peak_7777	ENSG00000102984	gene
MACS_peak_7777	ENSG00000182149	gene
MACS_peak_7777	ENSG00000224470	gene
MACS_peak_7787	ENSG00000140836	gene
MACS_peak_7788	ENSG00000140836	gene
MACS_peak_7789	ENSG00000140836	gene
MACS_peak_7790	ENSG00000140836	gene
MACS_peak_7791	ENSG00000140836	gene
MACS_peak_7792	ENSG00000140836	gene
MACS_peak_7802	ENSG00000090863	gene
MACS_peak_7803	ENSG00000168411	gene
MACS_peak_7806	ENSG00000050820	gene
MACS_peak_7807	ENSG00000153774	gene
MACS_peak_7808	ENSG00000153774	gene
MACS_peak_7809	ENSG00000153774	gene
MACS_peak_7810	ENSG00000166822	gene
MACS_peak_7811	ENSG00000183196	gene
MACS_peak_7812	ENSG00000166848	gene
MACS_peak_7813	ENSG00000283755	gene
MACS_peak_7813	ENSG00000166848	gene
MACS_peak_7814	ENSG00000166848	gene
MACS_peak_7823	ENSG00000152910	gene
MACS_peak_7824	ENSG00000261833	gene
MACS_peak_7826	ENSG00000261833	gene
MACS_peak_7827	ENSG00000261833	gene
MACS_peak_7828	ENSG00000261833	gene
MACS_peak_7840	ENSG00000171724	gene
MACS_peak_7842	ENSG00000186153	gene
MACS_peak_7843	ENSG00000186153	gene
MACS_peak_7844	ENSG00000186153	gene
MACS_peak_7845	ENSG00000186153	gene
MACS_peak_7846	ENSG00000186153	gene
MACS_peak_7847	ENSG00000186153	gene
MACS_peak_7848	ENSG00000186153	gene
MACS_peak_7849	ENSG00000186153	gene
MACS_peak_7859	ENSG00000166446	gene
MACS_peak_7860	ENSG00000166446	gene
MACS_peak_7861	ENSG00000103121	gene
MACS_peak_7862	ENSG00000284512	gene
MACS_peak_7863	ENSG00000140905	gene
MACS_peak_7863	ENSG00000260643	gene
MACS_peak_7863	ENSG00000284512	gene
MACS_peak_7866	ENSG00000261609	gene
MACS_peak_7867	ENSG00000261609	gene
MACS_peak_7869	ENSG00000153815	gene
MACS_peak_7870	ENSG00000153815	gene
MACS_peak_7871	ENSG00000197943	gene
MACS_peak_7872	ENSG00000197943	gene
MACS_peak_7873	ENSG00000197943	gene
MACS_peak_7877	ENSG00000184860	gene
MACS_peak_7878	ENSG00000184860	gene
MACS_peak_7888	ENSG00000140945	gene
MACS_peak_7889	ENSG00000140945	gene
MACS_peak_7890	ENSG00000140945	gene
MACS_peak_7892	ENSG00000140945	gene
MACS_peak_7893	ENSG00000140945	gene
MACS_peak_7894	ENSG00000140945	gene
MACS_peak_7896	ENSG00000140961	gene
MACS_peak_7897	ENSG00000154099	gene
MACS_peak_7901	ENSG00000064270	gene
MACS_peak_7902	ENSG00000064270	gene
MACS_peak_7903	ENSG00000140950	gene
MACS_peak_7905	ENSG00000103194	gene
MACS_peak_7906	ENSG00000103194	gene
MACS_peak_7907	ENSG00000103194	gene
MACS_peak_7908	ENSG00000103194	gene
MACS_peak_7909	ENSG00000103196	gene
MACS_peak_7910	ENSG00000131149	gene
MACS_peak_7911	ENSG00000131149	gene
MACS_peak_7912	ENSG00000131149	gene
MACS_peak_7913	ENSG00000131149	gene
MACS_peak_7914	ENSG00000131149	gene
MACS_peak_7917	ENSG00000140968	gene
MACS_peak_7931	ENSG00000260456	gene
MACS_peak_7932	ENSG00000260456	gene
MACS_peak_7932	ENSG00000131152	gene
MACS_peak_7933	ENSG00000140941	gene
MACS_peak_7934	ENSG00000140948	gene
MACS_peak_7936	ENSG00000154118	gene
MACS_peak_7942	ENSG00000103257	gene
MACS_peak_7943	ENSG00000103257	gene
MACS_peak_7947	ENSG00000103335	gene
MACS_peak_7948	ENSG00000103335	gene
MACS_peak_7949	ENSG00000141012	gene
MACS_peak_7950	ENSG00000176715	gene
MACS_peak_7951	ENSG00000129910	gene
MACS_peak_7952	ENSG00000167522	gene
MACS_peak_7953	ENSG00000197912	gene
MACS_peak_7954	ENSG00000167526	gene
MACS_peak_7956	ENSG00000187741	gene
MACS_peak_7957	ENSG00000187741	gene
MACS_peak_7958	ENSG00000204991	gene
MACS_peak_7960	ENSG00000003249	gene
MACS_peak_7961	ENSG00000126856	gene
MACS_peak_7273	ENSG00000260803	other
MACS_peak_7274	ENSG00000260803	other
MACS_peak_7276	ENSG00000236829	other
MACS_peak_7286	ENSG00000205918	other
MACS_peak_7287	ENSG00000260565	other
MACS_peak_7288	ENSG00000260565	other
MACS_peak_7326	ENSG00000283003	other
MACS_peak_7327	ENSG00000283003	other
MACS_peak_7328	ENSG00000283003	other
MACS_peak_7329	ENSG00000283003	other
MACS_peak_7342	ENSG00000262020	other
MACS_peak_7358	ENSG00000259899	other
MACS_peak_7360	ENSG00000262267	other
MACS_peak_7368	ENSG00000188599	other
MACS_peak_7368	ENSG00000270580	other
MACS_peak_7388	ENSG00000259929	other
MACS_peak_7388	ENSG00000260242	other
MACS_peak_7389	ENSG00000259929	other
MACS_peak_7389	ENSG00000260242	other
MACS_peak_7400	ENSG00000259925	other
MACS_peak_7417	ENSG00000180747	other
MACS_peak_7431	ENSG00000237296	other
MACS_peak_7433	ENSG00000257838	other
MACS_peak_7434	ENSG00000257838	other
MACS_peak_7439	ENSG00000285613	other
MACS_peak_7451	ENSG00000224310	other
MACS_peak_7469	ENSG00000261329	other
MACS_peak_7473	ENSG00000271623	other
MACS_peak_7477	ENSG00000278665	other
MACS_peak_7478	ENSG00000285020	other
MACS_peak_7479	ENSG00000261419	other
MACS_peak_7480	ENSG00000261419	other
MACS_peak_7481	ENSG00000261419	other
MACS_peak_7482	ENSG00000270424	other
MACS_peak_7485	ENSG00000260908	other
MACS_peak_7485	ENSG00000103472	other
MACS_peak_7485	ENSG00000284671	other
MACS_peak_7486	ENSG00000103472	other
MACS_peak_7486	ENSG00000284649	other
MACS_peak_7497	ENSG00000238045	other
MACS_peak_7506	ENSG00000260167	other
MACS_peak_7509	ENSG00000279196	other
MACS_peak_7528	ENSG00000260628	other
MACS_peak_7529	ENSG00000260628	other
MACS_peak_7530	ENSG00000260628	other
MACS_peak_7534	ENSG00000230267	other
MACS_peak_7535	ENSG00000260866	other
MACS_peak_7543	ENSG00000277304	other
MACS_peak_7544	ENSG00000277304	other
MACS_peak_7545	ENSG00000261259	other
MACS_peak_7546	ENSG00000261259	other
MACS_peak_7553	ENSG00000260141	other
MACS_peak_7554	ENSG00000260141	other
MACS_peak_7556	ENSG00000259882	other
MACS_peak_7562	ENSG00000260781	other
MACS_peak_7563	ENSG00000260781	other
MACS_peak_7604	ENSG00000216671	other
MACS_peak_7604	ENSG00000278138	other
MACS_peak_7606	ENSG00000260958	other
MACS_peak_7638	ENSG00000261239	other
MACS_peak_7639	ENSG00000261239	other
MACS_peak_7640	ENSG00000261239	other
MACS_peak_7663	ENSG00000260249	other
MACS_peak_7664	ENSG00000285367	other
MACS_peak_7673	ENSG00000261049	other
MACS_peak_7676	ENSG00000245694	other
MACS_peak_7680	ENSG00000246379	other
MACS_peak_7691	ENSG00000245768	other
MACS_peak_7692	ENSG00000245768	other
MACS_peak_7693	ENSG00000245768	other
MACS_peak_7694	ENSG00000245768	other
MACS_peak_7695	ENSG00000245768	other
MACS_peak_7696	ENSG00000245768	other
MACS_peak_7703	ENSG00000260240	other
MACS_peak_7705	ENSG00000261807	other
MACS_peak_7706	ENSG00000261807	other
MACS_peak_7717	ENSG00000260115	other
MACS_peak_7719	ENSG00000261502	other
MACS_peak_7723	ENSG00000260658	other
MACS_peak_7724	ENSG00000260658	other
MACS_peak_7725	ENSG00000260658	other
MACS_peak_7726	ENSG00000260658	other
MACS_peak_7729	ENSG00000260364	other
MACS_peak_7729	ENSG00000261742	other
MACS_peak_7730	ENSG00000260364	other
MACS_peak_7730	ENSG00000261742	other
MACS_peak_7732	ENSG00000260364	other
MACS_peak_7732	ENSG00000261742	other
MACS_peak_7733	ENSG00000260364	other
MACS_peak_7733	ENSG00000261742	other
MACS_peak_7734	ENSG00000261742	other
MACS_peak_7745	ENSG00000276075	other
MACS_peak_7749	ENSG00000261864	other
MACS_peak_7750	ENSG00000261864	other
MACS_peak_7762	ENSG00000247228	other
MACS_peak_7763	ENSG00000261777	other
MACS_peak_7764	ENSG00000285710	other
MACS_peak_7771	ENSG00000261348	other
MACS_peak_7773	ENSG00000260520	other
MACS_peak_7779	ENSG00000261008	other
MACS_peak_7780	ENSG00000261008	other
MACS_peak_7781	ENSG00000261008	other
MACS_peak_7782	ENSG00000261008	other
MACS_peak_7782	ENSG00000260664	other
MACS_peak_7783	ENSG00000261008	other
MACS_peak_7783	ENSG00000260664	other
MACS_peak_7784	ENSG00000261008	other
MACS_peak_7784	ENSG00000260664	other
MACS_peak_7785	ENSG00000261008	other
MACS_peak_7785	ENSG00000260664	other
MACS_peak_7786	ENSG00000261008	other
MACS_peak_7793	ENSG00000261404	other
MACS_peak_7794	ENSG00000261404	other
MACS_peak_7797	ENSG00000261404	other
MACS_peak_7798	ENSG00000261404	other
MACS_peak_7799	ENSG00000259972	other
MACS_peak_7800	ENSG00000259972	other
MACS_peak_7801	ENSG00000261170	other
MACS_peak_7811	ENSG00000203472	other
MACS_peak_7827	ENSG00000250514	other
MACS_peak_7829	ENSG00000259995	other
MACS_peak_7830	ENSG00000259995	other
MACS_peak_7831	ENSG00000259995	other
MACS_peak_7853	ENSG00000260706	other
MACS_peak_7854	ENSG00000260706	other
MACS_peak_7855	ENSG00000259867	other
MACS_peak_7856	ENSG00000259867	other
MACS_peak_7857	ENSG00000259867	other
MACS_peak_7858	ENSG00000259867	other
MACS_peak_7864	ENSG00000166473	other
MACS_peak_7865	ENSG00000166473	other
MACS_peak_7909	ENSG00000285848	other
MACS_peak_7924	ENSG00000268754	other
MACS_peak_7938	ENSG00000260498	other
MACS_peak_7939	ENSG00000260498	other
MACS_peak_7941	ENSG00000260177	other
MACS_peak_7947	ENSG00000182376	other
MACS_peak_7962	ENSG00000260528	other
MACS_peak_7963	ENSG00000260528	other
MACS_peak_7963	ENSG00000261172	other
MACS_peak_7965	ENSG00000260528	other
MACS_peak_7965	ENSG00000261172	other
MACS_peak_7966	ENSG00000260528	other
MACS_peak_7966	ENSG00000261172	other
MACS_peak_7967	ENSG00000260528	other
MACS_peak_7967	ENSG00000261172	other
MACS_peak_7968	ENSG00000260923	other
MACS_peak_7969	ENSG00000260923	other
MACS_peak_8014	ENSG00000179859	promoter
MACS_peak_8068	ENSG00000266302	promoter
MACS_peak_8199	ENSG00000141696	promoter
MACS_peak_8209	ENSG00000067596	promoter
MACS_peak_8235	ENSG00000141294	promoter
MACS_peak_8296	ENSG00000239672	promoter
MACS_peak_8296	ENSG00000011052	promoter
MACS_peak_8644	ENSG00000136492	promoter
MACS_peak_8710	ENSG00000087995	promoter
MACS_peak_8780	ENSG00000108370	promoter
MACS_peak_8834	ENSG00000171634	promoter
MACS_peak_8922	ENSG00000182173	promoter
MACS_peak_8925	ENSG00000108469	promoter
MACS_peak_8926	ENSG00000204323	promoter
MACS_peak_8969	ENSG00000225663	promoter
MACS_peak_7971	ENSG00000181031	gene
MACS_peak_7972	ENSG00000187624	gene
MACS_peak_7974	ENSG00000141252	gene
MACS_peak_7975	ENSG00000141252	gene
MACS_peak_7976	ENSG00000141252	gene
MACS_peak_7977	ENSG00000141252	gene
MACS_peak_7978	ENSG00000141252	gene
MACS_peak_7979	ENSG00000167693	gene
MACS_peak_7983	ENSG00000108953	gene
MACS_peak_7984	ENSG00000108953	gene
MACS_peak_7985	ENSG00000167716	gene
MACS_peak_7989	ENSG00000221882	gene
MACS_peak_7990	ENSG00000221882	gene
MACS_peak_7991	ENSG00000141255	gene
MACS_peak_7992	ENSG00000141255	gene
MACS_peak_7993	ENSG00000040531	gene
MACS_peak_7994	ENSG00000083457	gene
MACS_peak_7995	ENSG00000132388	gene
