ensemblID	chr	start	end	band	symbol	isHK	isTF
ENSG00000107745	10	72367327	72626191	q22.1	MICU1	1	0
ENSG00000107758	10	73436428	73496024	q22.2	PPP3CB	0	0
ENSG00000115368	2	189441433	189475565	q32.2	WDR75	1	0
ENSG00000072274	3	196027183	196082189	q29	TFRC	0	0
ENSG00000065518	3	120596309	120602500	q13.33	NDUFB4	1	0
ENSG00000128833	15	52192322	52295798	q21.2	MYO5C	0	0
ENSG00000103707	15	65001512	65029639	q22.31	MTFMT	1	0
ENSG00000033800	15	68054179	68198603	q23	PIAS1	1	0
ENSG00000138642	4	88378739	88443111	q22.1	HERC6	0	0
ENSG00000109332	4	102794383	102868896	q24	UBE2D3	1	0
ENSG00000138658	4	112539333	112636995	q25	ZGRF1	0	0
ENSG00000102010	X	15464246	15556529	p22.2	BMX	0	0
ENSG00000138674	4	82818661	82901166	q21.22	SEC31A	1	0
ENSG00000138780	4	105708778	105847728	q24	GSTCD	0	0
ENSG00000087470	12	32679200	32745650	p11.21	DNM1L	1	0
ENSG00000111731	12	22448583	22544546	p12.1	C2CD5	0	0
ENSG00000134283	12	42238447	42459715	q12	PPHLN1	1	0
ENSG00000010219	12	4562204	4615302	p13.32	DYRK4	0	0
ENSG00000076662	19	10333776	10339823	p13.2	ICAM3	0	0
ENSG00000139182	12	7129698	7158945	p13.31	CLSTN3	0	0
ENSG00000127311	12	66302545	66347645	q14.3	HELB	0	0
ENSG00000106624	7	44104361	44114562	p13	AEBP1	0	1
ENSG00000011465	12	91140484	91183123	q21.33	DCN	0	0
ENSG00000084110	12	95972662	95996365	q23.1	HAL	0	0
ENSG00000111666	12	101696947	101744140	q23.2	CHPT1	1	0
ENSG00000110921	12	109573255	109598117	q24.11	MVK	0	0
ENSG00000062485	12	56271699	56300392	q13.3	CS	0	0
ENSG00000123411	12	56007659	56038435	q13.2	IKZF4	0	1
ENSG00000005175	12	47661249	47706061	q13.11	RPAP3	1	0
ENSG00000139631	12	53157663	53180909	q13.13	CSAD	0	0
ENSG00000081760	12	125065379	125143333	q24.31	AACS	0	0
ENSG00000129514	14	37589984	37596059	q21.1	FOXA1	0	1
ENSG00000126822	14	64704102	64750247	q23.3	PLEKHG3	0	0
ENSG00000100578	14	58427385	58551289	q23.1	KIAA0586	0	0
ENSG00000137857	15	45129933	45165576	q21.1	DUOX1	0	0
ENSG00000128872	15	51751561	51816368	q21.2	TMOD2	0	0
ENSG00000103653	15	74782057	74803198	q24.1	CSK	0	0
ENSG00000140521	15	89305198	89334861	q26.1	POLG	1	0
ENSG00000118900	16	4846665	4882360	p13.3	UBN1	0	0
ENSG00000000938	1	27612064	27635277	p35.3	FGR	0	0
ENSG00000135838	1	182789293	182830384	q25.3	NPL	0	0
ENSG00000102967	16	72008588	72027664	q22.2	DHODH	0	0
ENSG00000007545	16	1612325	1677908	p13.3	CRAMP1	0	0
ENSG00000103121	16	80966448	81020270	q23.2	CMC2	1	0
ENSG00000070540	17	68420948	68457513	q24.2	WIPI1	0	0
ENSG00000101596	18	2655738	2805017	p11.32	SMCHD1	0	0
ENSG00000134759	18	36129444	36180556	q12.2	ELP2	1	0
ENSG00000141543	17	80135214	80147183	q25.3	EIF4A3	1	0
ENSG00000092931	17	76735865	76781449	q25.1	MFSD11	1	0
ENSG00000141542	17	82654973	82698728	q25.3	RAB40B	0	0
ENSG00000141570	17	79792132	79801683	q25.3	CBX8	0	0
ENSG00000082212	18	50878734	50954257	q21.2	ME2	1	0
ENSG00000141696	17	41801947	41812604	q21.2	P3H4	0	0
ENSG00000089335	19	34677639	34686397	q13.11	ZNF302	0	1
ENSG00000106333	7	100602177	100608175	q22.1	PCOLCE	0	0
ENSG00000080573	19	9959561	10010471	p13.2	COL5A3	0	0
ENSG00000087365	11	66050729	66069308	q13.1	SF3B2	1	0
ENSG00000104866	19	45091396	45148077	q13.32	PPP1R37	1	0
ENSG00000105366	19	51450847	51458456	q13.41	SIGLEC8	0	0
ENSG00000020129	1	35557473	35567274	p34.3	NCDN	0	0
ENSG00000123473	1	47250139	47314147	p33	STIL	0	0
ENSG00000116221	1	54184041	54225464	p32.3	MRPL37	1	0
ENSG00000137941	1	83865028	83999150	p31.1	TTLL7	0	0
ENSG00000116815	1	116514535	116571039	p13.1	CD58	0	0
ENSG00000143158	1	167916729	167937040	q24.2	MPC2	1	0
ENSG00000117016	1	40620679	40665657	p34.2	RIMS3	0	0
ENSG00000132716	1	160215715	160262531	q23.2	DCAF8	1	0
ENSG00000143294	1	156750610	156800817	q23.1	PRCC	1	0
ENSG00000081721	1	161749758	161757238	q23.3	DUSP12	0	0
ENSG00000143303	1	156728442	156736960	q23.1	RRNAD1	1	0
ENSG00000117362	1	150265399	150269580	q21.2	APH1A	1	0
ENSG00000117360	1	150321476	150353195	q21.2	PRPF3	1	0
ENSG00000136631	1	150067279	150145329	q21.2	VPS45	0	0
ENSG00000004846	7	20615207	20777038	p21.1	ABCB5	0	0
ENSG00000087245	16	55389700	55506691	q12.2	MMP2	0	0
ENSG00000143409	1	150996086	151008375	q21.3	MINDY1	0	0
ENSG00000143376	1	151612006	151699091	q21.3	SNX27	0	0
ENSG00000140525	15	89243949	89317261	q26.1	FANCI	0	0
ENSG00000077152	1	202331657	202341980	q32.1	UBE2T	0	0
ENSG00000105011	19	14119509	14136956	p13.12	ASF1B	0	0
ENSG00000143748	1	224227334	224330387	q42.11	NVL	0	0
ENSG00000143799	1	226360691	226408079	q42.12	PARP1	1	0
ENSG00000137818	15	69452784	69456194	q23	RPLP1	0	0
ENSG00000115816	2	37201612	37231713	p22.2	CEBPZ	1	1
ENSG00000135631	2	73073382	73156721	p13.2	RAB11FIP5	0	0
ENSG00000088205	2	117814650	117832379	q14.1	DDX18	1	0
ENSG00000082258	2	134918235	134959342	q21.3	CCNT2	0	0
ENSG00000091317	3	32481312	32503408	p22.3	CMTM6	0	0
ENSG00000067082	10	3775996	3785281	p15.2	KLF6	0	1
ENSG00000093167	3	37052656	37183689	p22.2	LRRFIP2	1	0
ENSG00000114784	3	40309684	40312424	p22.1	EIF1B	1	0
ENSG00000114529	3	112086335	112131004	q13.2	C3orf52	0	0
ENSG00000051382	3	138652699	138834938	q22.3	PIK3CB	1	0
ENSG00000114030	3	122421949	122514945	q21.1	KPNA1	1	0
ENSG00000114520	3	125446644	125520197	q21.2	SNX4	1	0
ENSG00000121858	3	172505508	172523507	q26.31	TNFSF10	0	0
ENSG00000114270	3	48564073	48595267	p21.31	COL7A1	0	0
ENSG00000090520	3	186567403	186585800	q27.3	DNAJB11	1	0
ENSG00000044574	9	125234853	125241330	q33.3	HSPA5	1	0
ENSG00000059691	4	151670504	151761023	q31.3	GATB	0	0
ENSG00000123737	4	121801317	121817021	q27	EXOSC9	0	0
ENSG00000137462	4	153684070	153705702	q31.3	TLR2	0	0
ENSG00000109738	4	157076057	157172090	q32.1	GLRB	0	0
ENSG00000113522	5	132556019	132646344	q31.1	RAD50	1	0
ENSG00000145911	5	178113443	178126087	q35.3	N4BP3	0	0
ENSG00000065534	3	123610049	123884331	q21.1	MYLK	0	0
ENSG00000122335	6	158109515	158168280	q25.3	SERAC1	0	0
ENSG00000049618	6	156776020	157210779	q25.3	ARID1B	0	0
ENSG00000130338	6	158232236	158511828	q25.3	TULP4	0	0
ENSG00000112096	6	159669057	159745186	q25.3	SOD2	0	0
ENSG00000120262	6	151494030	151621193	q25.1	CCDC170	0	0
ENSG00000106443	7	10973336	11169630	p21.3	PHF14	0	0
ENSG00000136247	7	6577434	6589374	p22.1	ZDHHC4	1	0
ENSG00000106153	7	56101569	56106576	p11.2	CHCHD2	1	0
ENSG00000142694	1	36322031	36324154	p34.3	EVA1B	0	0
ENSG00000101850	X	9725346	9786297	p22.2	GPR143	0	0
ENSG00000105948	7	139133744	139191986	q34	TTC26	0	0
ENSG00000123575	X	104166620	104195902	q22.2	FAM199X	1	0
ENSG00000133135	X	106693794	106796993	q22.3	RNF128	0	0
ENSG00000147383	X	152830967	152869729	q28	NSDHL	1	0
ENSG00000120885	8	27596917	27615031	p21.1	CLU	0	0
ENSG00000104450	8	100157906	100259278	q22.2	SPAG1	0	0
ENSG00000107077	9	6720863	7175648	p24.1	KDM4C	0	0
ENSG00000090054	9	92000087	92115384	q22.31	SPTLC1	0	0
ENSG00000119431	9	113373419	113376999	q32	HDHD3	1	0
ENSG00000059769	9	111631352	111654351	q31.3	DNAJC25	0	0
ENSG00000089157	12	120196686	120201235	q24.23	RPLP0	0	0
ENSG00000148187	9	122264603	122331343	q33.2	MRRF	1	0
ENSG00000147604	8	73290267	73295789	q21.11	RPL7	0	0
ENSG00000136908	9	127935099	127938484	q34.11	DPM2	0	0
ENSG00000148358	9	130053426	130140169	q34.11	GPR107	1	0
ENSG00000136770	10	21756537	22003769	p12.31	DNAJC1	0	0
ENSG00000108219	10	80454166	80533123	q23.1	TSPAN14	0	0
ENSG00000108175	10	79069035	79316528	q22.3	ZMIZ1	0	0
ENSG00000107779	10	86756601	86932838	q23.2	BMPR1A	0	0
ENSG00000133110	13	37562583	37598844	q13.3	POSTN	0	0
ENSG00000110492	11	46380756	46383837	p11.2	MDK	0	0
ENSG00000149115	11	57299638	57324952	q12.1	TNKS1BP1	0	0
ENSG00000110048	11	59574398	59616144	q12.1	OSBP	1	0
ENSG00000134809	11	57528463	57530803	q12.1	TIMM10	1	0
ENSG00000137474	11	77128264	77215241	q13.5	MYO7A	0	0
ENSG00000110200	11	72106378	72112780	q13.4	ANAPC15	1	0
ENSG00000149489	11	62611722	62615120	q12.3	ROM1	0	0
ENSG00000147113	X	45148374	45200901	p11.3	CXorf36	0	0
ENSG00000120279	6	152697895	152724567	q25.2	MYCT1	0	0
ENSG00000066056	1	43300993	43323108	p34.2	TIE1	0	0
ENSG00000101335	20	36541484	36551447	q11.23	MYL9	0	0
ENSG00000088356	20	31944342	31952092	q11.21	PDRG1	0	0
ENSG00000131044	20	31870702	31944963	q11.21	TTLL9	0	0
ENSG00000088305	20	32762385	32809356	q11.21	DNMT3B	0	0
ENSG00000101425	20	38304123	38337505	q11.23	BPI	0	0
ENSG00000069424	1	5991466	6101193	p36.31	KCNAB2	0	0
ENSG00000103495	16	29806106	29811164	p11.2	MAZ	1	1
ENSG00000149548	11	124954121	125041489	q24.2	CCDC15	0	0
ENSG00000108061	10	110919547	111013667	q25.2	SHOC2	1	0
ENSG00000150753	5	10249921	10266412	p15.2	CCT5	1	0
ENSG00000077097	3	25597905	25664907	p24.2	TOP2B	1	0
ENSG00000134333	11	18394388	18408425	p15.1	LDHA	1	0
ENSG00000136026	12	106237877	106304279	q23.3	CKAP4	1	0
ENSG00000120832	12	106977291	106987166	q23.3	MTERF2	0	1
ENSG00000122873	10	58269058	58289586	q21.1	CISD1	1	0
ENSG00000109270	4	99878336	99894490	q23	LAMTOR3	1	0
ENSG00000150687	11	86791059	86952910	q14.2	PRSS23	0	0
ENSG00000119729	2	46541806	46583121	p21	RHOQ	0	0
ENSG00000119878	2	46616416	46625742	p21	CRIPT	1	0
ENSG00000134308	2	9583972	9631014	p25.1	YWHAQ	0	0
ENSG00000100503	14	50719763	50831121	q22.1	NIN	0	0
ENSG00000119979	10	119104086	119137984	q26.11	FAM45A	0	0
ENSG00000107560	10	118004916	118046603	q26.11	RAB11FIP2	0	0
ENSG00000143157	1	166839447	166856344	q24.1	POGK	0	1
ENSG00000121413	19	58083838	58118427	q13.43	ZSCAN18	0	1
ENSG00000144645	3	31657890	32077580	p22.3	OSBPL10	0	0
ENSG00000115159	2	156435290	156613735	q24.1	GPD2	0	0
ENSG00000144283	2	158456964	158682879	q24.1	PKP4	0	0
ENSG00000146233	6	46549580	46652830	p12.3	CYP39A1	0	0
ENSG00000139832	13	110523066	110561733	q34	RAB20	0	0
ENSG00000135709	16	85027751	85094230	q24.1	KIAA0513	0	0
ENSG00000141447	18	24162044	24397880	q11.2	OSBPL1A	0	0
ENSG00000053747	18	23689443	23956222	q11.2	LAMA3	0	0
ENSG00000154258	17	68974488	69061064	q24.2	ABCA9	0	0
ENSG00000145439	4	168863770	169010275	q32.3	CBR4	1	0
ENSG00000154639	21	17512382	17593579	q21.1	CXADR	0	0
ENSG00000154719	21	25585656	25607517	q21.3	MRPL39	0	0
ENSG00000154767	3	14145147	14178783	p25.1	XPC	1	0
ENSG00000006282	17	50543058	50555852	q21.33	SPATA20	0	0
ENSG00000048392	8	102204502	102239118	q22.3	RRM2B	0	0
ENSG00000104517	8	102253012	102412841	q22.3	UBR5	0	0
ENSG00000123505	6	110874770	110895713	q21	AMD1	1	0
ENSG00000120053	10	99396870	99431569	q24.2	GOT1	0	0
ENSG00000108039	10	109864766	109923553	q25.1	XPNPEP1	1	0
ENSG00000109625	4	8592660	8619759	p16.1	CPZ	0	0
ENSG00000119929	10	99702558	99756134	q24.2	CUTC	0	0
ENSG00000121274	16	50152918	50235310	q12.1	TENT4B	0	0
ENSG00000144161	2	112211525	112255136	q14.1	ZC3H8	0	1
ENSG00000155542	5	56909260	56925532	q11.2	SETD9	0	0
ENSG00000144426	2	203014879	203226378	q33.2	NBEAL1	0	0
ENSG00000106952	9	114893343	114930595	q33.1	TNFSF8	0	0
ENSG00000003987	8	17298030	17413528	p22	MTMR7	0	0
ENSG00000135002	9	76385517	76394517	q21.13	RFK	1	0
ENSG00000135070	9	86264546	86283102	q21.33	ISCA1	0	0
ENSG00000119636	14	74019353	74082863	q24.3	BBOF1	0	0
ENSG00000156253	21	29004384	29019378	q21.3	RWDD2B	0	0
ENSG00000142168	21	31659622	31668931	q22.11	SOD1	1	0
ENSG00000142166	21	33324477	33359862	q22.11	IFNAR1	1	0
ENSG00000156500	X	134796395	134854835	q26.3	FAM122C	0	0
ENSG00000010404	X	149476990	149521096	q28	IDS	0	0
ENSG00000156650	10	74824927	75032624	q22.2	KAT6B	0	0
ENSG00000134597	X	130401969	130413343	q26.1	RBMX2	0	0
ENSG00000147687	8	124488485	124539458	q24.13	TATDN1	1	0
ENSG00000117620	1	99969351	100035637	p21.2	SLC35A3	0	0
ENSG00000075711	3	197042560	197299300	q29	DLG1	1	0
ENSG00000128944	15	40382721	40394246	q15.1	KNSTRN	0	0
ENSG00000134086	3	10141008	10152220	p25.3	VHL	0	0
ENSG00000114026	3	9749944	9788219	p25.3	OGG1	1	0
ENSG00000099953	22	23768226	23784316	q11.23	MMP11	0	0
ENSG00000127084	9	92947451	93036236	q22.31	FGD3	0	0
ENSG00000157470	15	59372693	59523549	q22.2	FAM81A	0	0
ENSG00000142207	21	32311018	32393026	q22.11	URB1	0	0
ENSG00000152778	10	89414586	89421001	q23.31	IFIT5	0	0
ENSG00000142606	1	2590639	2632990	p36.32	MMEL1	0	0
ENSG00000157911	1	2403964	2413797	p36.32	PEX10	0	0
ENSG00000138101	2	25377198	25673647	p23.3	DTNB	0	0
ENSG00000114988	2	96705929	96740064	q11.2	LMAN2L	0	0
ENSG00000114982	2	96593170	96642787	q11.2	KANSL3	1	0
ENSG00000114107	3	138494344	138594538	q22.3	CEP70	0	0
ENSG00000143001	1	54980792	54992293	p32.3	TMEM61	0	0
ENSG00000124226	20	49936336	49953892	q13.13	RNF114	0	0
ENSG00000143224	1	161166410	161178013	q23.3	PPOX	0	0
ENSG00000143258	1	161159450	161165723	q23.3	USP21	0	0
ENSG00000151292	5	123512099	123617045	q23.2	CSNK1G3	1	0
ENSG00000159055	21	32268219	32279069	q22.11	MIS18A	0	0
ENSG00000108424	17	47649476	47685505	q21.32	KPNB1	1	0
ENSG00000142188	21	33432485	33480011	q22.11	TMEM50B	1	0
ENSG00000159082	21	32628759	32728048	q22.11	SYNJ1	0	0
ENSG00000010327	3	52495338	52524495	p21.1	STAB1	0	0
ENSG00000159199	17	48892765	48895871	q21.32	ATP5MC1	0	0
ENSG00000136436	17	48830988	48866522	q21.32	CALCOCO2	1	0
ENSG00000005448	2	74421678	74425755	p13.1	WDR54	0	0
ENSG00000122218	1	160288686	160343400	q23.2	COPA	1	0
ENSG00000149131	11	57597387	57614853	q12.1	SERPING1	0	0
ENSG00000137842	15	43123279	43185146	q15.2	TMEM62	1	0
ENSG00000103021	16	58231157	58283836	q21	CCDC113	0	0
ENSG00000116497	1	32816767	32858879	p35.1	S100PBP	0	0
ENSG00000114491	3	124730366	124749273	q21.2	UMPS	0	0
ENSG00000141959	21	44300051	44327376	q22.3	PFKL	0	0
ENSG00000157578	21	39405844	39445805	q22.2	LCA5L	0	0
ENSG00000103197	16	2047465	2089487	p13.3	TSC2	1	0
ENSG00000160282	21	46136262	46155567	q22.3	FTCD	0	0
ENSG00000160285	21	46188141	46228824	q22.3	LSS	1	0
ENSG00000105379	19	51345169	51366418	q13.41	ETFB	1	0
ENSG00000131037	19	55072020	55087923	q13.42	EPS8L1	0	0
ENSG00000149573	11	118253403	118264536	q23.3	MPZL2	0	0
ENSG00000147443	8	21908873	21913860	p21.3	DOK2	0	0
ENSG00000130254	19	5586999	5624046	p13.3	SAFB2	0	1
ENSG00000143553	1	153658654	153661830	q21.3	SNAPIN	1	0
ENSG00000143614	1	153789030	153923360	q21.3	GATAD2B	1	1
ENSG00000159388	1	203305491	203309602	q32.1	BTG2	0	0
ENSG00000004864	7	96120220	96322147	q21.3	SLC25A13	0	0
ENSG00000071894	8	144393229	144409349	q24.3	CPSF1	0	0
ENSG00000104522	8	143612618	143618048	q24.3	TSTA3	1	0
ENSG00000131446	5	180784782	180815652	q35.3	MGAT1	0	0
ENSG00000161013	5	179797597	179806952	q35.3	MGAT4B	1	0
ENSG00000113300	5	180494412	180578405	q35.3	CNOT6	0	0
ENSG00000114416	3	180868141	180982753	q26.33	FXR1	0	0
ENSG00000126246	19	35738801	35742453	q13.12	IGFLR1	0	0
ENSG00000070495	17	76712832	76726799	q25.1	JMJD6	1	0
ENSG00000125449	17	75109952	75130265	q25.1	ARMC7	1	0
ENSG00000141569	17	75880335	75897003	q25.1	TRIM65	1	0
ENSG00000107719	10	70478821	70568449	q22.1	PALD1	0	0
ENSG00000076108	12	56595596	56636816	q13.3	BAZ2A	0	1
ENSG00000066084	12	50504985	50748667	q13.12	DIP2B	0	0
ENSG00000090061	14	99481169	99535044	q32.2	CCNK	1	0
ENSG00000141497	17	4740015	4746119	p13.2	ZMYND15	0	0
ENSG00000127586	16	788046	800737	p13.3	CHTF18	0	0
ENSG00000152669	5	55231152	55233680	q11.2	CCNO	0	0
ENSG00000059122	16	2911937	2951208	p13.3	FLYWCH1	0	1
ENSG00000140993	16	3298832	3305729	p13.3	TIGD7	0	1
ENSG00000132780	1	45583846	45618904	p34.1	NASP	0	0
ENSG00000162384	1	53214099	53220617	p32.3	C1orf123	1	0
ENSG00000122862	10	69088106	69104811	q22.1	SRGN	0	0
ENSG00000116641	1	62454298	62688368	p31.3	DOCK7	0	0
ENSG00000117228	1	89052319	89065360	p22.2	GBP1	0	0
ENSG00000117595	1	209785623	209806175	q32.2	IRF6	0	1
ENSG00000092978	1	217426992	217631082	q41	GPATCH2	0	0
ENSG00000117791	1	220748225	220784815	q41	MARC2	0	0
ENSG00000067533	1	218285287	218337983	q41	RRP15	0	0
ENSG00000162881	2	42762481	42764261	p21	OXER1	0	0
ENSG00000143479	1	206635536	206684419	q32.1	DYRK3	0	0
ENSG00000162892	1	206897443	206904139	q32.1	IL24	0	0
ENSG00000154305	1	222618086	222668012	q41	MIA3	1	0
ENSG00000154370	1	228393673	228406840	q42.13	TRIM11	0	0
ENSG00000127743	5	149371324	149404202	q32	IL17B	0	0
ENSG00000149090	11	35431823	35530300	p13	PAMR1	0	0
ENSG00000152076	2	130139287	130145134	q21.1	CCDC74B	0	0
ENSG00000143363	1	151008420	151035713	q21.3	PRUNE1	0	0
ENSG00000152332	1	162497251	162529629	q23.3	UHMK1	0	0
ENSG00000152683	2	32165841	32224379	p22.3	SLC30A6	0	0
ENSG00000163161	2	127257290	127294176	q14.3	ERCC3	1	0
ENSG00000143546	1	153390032	153391188	q21.3	S100A8	0	0
ENSG00000047662	4	17629306	17781512	p15.31	FAM184B	0	0
ENSG00000002549	4	17577192	17607972	p15.32	LAP3	1	0
ENSG00000113083	5	122063195	122078360	q23.1	LOX	0	0
ENSG00000162614	1	77888513	77943895	p31.1	NEXN	0	0
ENSG00000116586	1	156054752	156058510	q22	LAMTOR2	1	0
ENSG00000033867	3	27372721	27484420	p24.1	SLC4A7	0	0
ENSG00000077984	20	24949230	24959928	p11.21	CST7	0	0
ENSG00000065548	2	186486156	186509363	q32.1	ZC3H15	1	0
ENSG00000115661	2	219245455	219250337	q35	STK16	1	0
ENSG00000140092	14	91869412	91947987	q32.12	FBLN5	0	0
ENSG00000153560	3	33388336	33441371	p22.3	UBP1	1	1
ENSG00000008952	3	169966635	169998373	q26.2	SEC62	1	0
ENSG00000151576	3	114005833	114088422	q13.31	QTRT2	0	0
ENSG00000134852	4	55427903	55547138	q12	CLOCK	1	1
ENSG00000163629	4	86594315	86815171	q21.3	PTPN13	0	0
ENSG00000156162	8	94719703	94793836	q22.1	DPY19L4	0	0
ENSG00000109814	4	39498755	39528311	p14	UGDH	0	0
ENSG00000145075	3	180614008	180870933	q26.33	CCDC39	0	0
ENSG00000081041	4	74097035	74099293	q13.3	CXCL2	0	0
ENSG00000153130	4	140257286	140385726	q31.1	SCOC	1	0
ENSG00000071794	3	149030127	149086554	q24	HLTF	0	0
ENSG00000163754	3	148991341	149027668	q24	GYG1	0	0
ENSG00000091527	3	133573730	133590261	q22.1	CDV3	1	0
ENSG00000163714	3	142964497	143060546	q23	U2SURP	0	0
ENSG00000115241	2	27381194	27409687	p23.3	PPM1G	0	0
ENSG00000118162	19	47475144	47484268	q13.32	KPTN	0	0
ENSG00000138496	3	122527924	122564577	q21.1	PARP9	1	0
ENSG00000163428	3	120324509	120349339	q13.33	LRRC58	0	0
ENSG00000163875	1	37492575	37514774	p34.3	MEAF6	1	0
ENSG00000114859	3	184346185	184361651	q27.1	CLCN2	0	0
ENSG00000004399	3	129555175	129606818	q22.1	PLXND1	0	0
ENSG00000160211	X	154531390	154547572	q28	G6PD	0	0
ENSG00000114127	3	142306607	142448062	q23	XRN1	0	0
ENSG00000155016	4	107931369	107953457	q25	CYP2U1	1	0
ENSG00000164077	3	49907160	49930173	p21.31	MON1A	1	0
ENSG00000061918	4	155758992	155807591	q32.1	GUCY1B1	0	0
ENSG00000164117	4	174236658	174284264	q34.1	FBXO8	0	0
ENSG00000164124	4	158201604	158255411	q32.1	TMEM144	0	0
ENSG00000153147	4	143513463	143557486	q31.21	SMARCA5	0	0
ENSG00000109381	4	139028112	139177218	q31.1	ELF2	1	1
ENSG00000109670	4	152320544	152536063	q31.3	FBXW7	1	0
ENSG00000151611	4	145599042	145660035	q31.21	MMAA	1	0
ENSG00000109390	4	139266880	139302551	q31.1	NDUFC1	1	0
ENSG00000109445	4	141220887	141234697	q31.21	ZNF330	1	0
ENSG00000164171	5	52989326	53094779	q11.2	ITGA2	0	0
ENSG00000152620	5	36192592	36242279	p13.2	NADK2	0	0
ENSG00000145757	5	95652181	95698711	q15	SPATA9	0	0
ENSG00000113716	5	150000046	150053142	q32	HMGXB3	1	0
ENSG00000164306	4	184649613	184694963	q35.1	PRIMPOL	0	0
ENSG00000145476	4	186191520	186213456	q35.1	CYP4V2	0	0
ENSG00000133398	5	6371881	6378594	p15.31	MED10	1	0
ENSG00000073578	5	218241	256700	p15.33	SDHA	1	0
ENSG00000075790	7	107579977	107629170	q22.3	BCAP29	1	0
ENSG00000164713	7	98252379	98310441	q21.3	BRI3	0	0
ENSG00000104320	8	89933336	90003228	q21.3	NBN	1	0
ENSG00000120963	8	101177878	101206193	q22.3	ZNF706	1	1
ENSG00000164951	8	93857807	93926066	q22.1	PDP1	0	0
ENSG00000008083	6	15246296	15522040	p22.3	JARID2	0	0
ENSG00000138316	10	70672803	70762441	q22.1	ADAMTS14	0	0
ENSG00000131669	9	93121489	93134288	q22.31	NINJ1	1	0
ENSG00000100479	14	49643555	49688422	q21.3	POLE2	0	0
ENSG00000148429	10	11453946	11611754	p14	USP6NL	0	0
ENSG00000148655	10	75431453	76560167	q22.2	LRMDA	0	0
ENSG00000160345	9	135495181	135501734	q34.3	C9orf116	0	0
ENSG00000148384	9	136428619	136439823	q34.3	INPP5E	0	0
ENSG00000160293	9	133761894	133992604	q34.2	VAV2	0	0
ENSG00000129566	14	20365667	20413429	q11.2	TEP1	0	0
ENSG00000100926	14	24189143	24195687	q12	TM9SF1	1	0
ENSG00000161649	17	43847148	43863629	q21.31	CD300LG	0	0
ENSG00000063761	14	77800083	77935012	q24.3	ADCK1	0	0
ENSG00000165915	11	47407132	47416501	p11.2	SLC39A13	0	0
ENSG00000133962	14	91580696	91780707	q32.12	CATSPERB	0	0
ENSG00000138613	15	63276018	63309126	q22.2	APH1B	0	0
ENSG00000137672	11	101451564	101872562	q22.1	TRPC6	0	0
ENSG00000166166	14	103529184	103537073	q32.33	TRMT61A	0	0
ENSG00000066933	15	71822289	72118577	q23	MYO9A	0	0
ENSG00000166225	12	69470349	69579789	q15	FRS2	0	0
ENSG00000166224	10	70815961	70881173	q22.1	SGPL1	1	0
ENSG00000104974	19	54593582	54602090	q13.42	LILRA1	0	0
ENSG00000140905	16	81081938	81096425	q23.2	GCSH	0	0
ENSG00000011143	17	58205437	58219605	q22	MKS1	0	0
ENSG00000049540	7	74027789	74069907	q11.23	ELN	0	0
ENSG00000106261	7	100015572	100041689	q22.1	ZKSCAN1	1	1
ENSG00000074842	19	4641374	4670370	p13.3	MYDGF	0	0
ENSG00000156587	11	57551656	57568284	q12.1	UBE2L6	0	0
ENSG00000166813	15	89608789	89655451	q26.1	KIF7	0	0
ENSG00000106336	7	100583982	100601117	q22.1	FBXO24	0	0
ENSG00000166927	11	60378482	60395951	q12.2	MS4A7	0	0
ENSG00000136457	17	50464496	50468966	q21.33	CHAD	0	0
ENSG00000083799	16	50742050	50801935	q12.1	CYLD	0	0
ENSG00000137642	11	121452203	121633693	q24.1	SORL1	0	0
ENSG00000147168	X	71107404	71112108	q13.1	IL2RG	0	0
ENSG00000072958	19	16197578	16245907	p13.11	AP1M1	1	0
ENSG00000123416	12	49127782	49131397	q13.12	TUBA1B	1	0
ENSG00000167554	19	52336245	52367778	q13.41	ZNF610	0	1
ENSG00000105732	19	42068477	42081549	q13.2	ZNF574	1	1
ENSG00000008382	19	4343527	4360086	p13.3	MPND	1	0
ENSG00000167703	17	1569267	1628886	p13.3	SLC43A2	0	0
ENSG00000129451	19	51012739	51020175	q13.41	KLK10	0	0
ENSG00000110697	11	67491768	67506263	q13.2	PITPNM1	0	0
ENSG00000084207	11	67583595	67586656	q13.2	GSTP1	0	0
ENSG00000095059	19	12675717	12681902	p13.13	DHPS	1	0
ENSG00000129204	17	5116438	5175034	p13.2	USP6	0	0
ENSG00000009790	1	209756032	209782320	q32.2	TRAF3IP3	0	0
ENSG00000162063	16	2429394	2458854	p13.3	CCNF	0	0
ENSG00000134825	11	61768501	61792802	q12.2	TMEM258	1	0
ENSG00000092068	14	23125295	23183674	q11.2	SLC7A8	0	0
ENSG00000164530	6	36948263	36964837	p21.2	PI16	0	0
ENSG00000105808	7	102573807	102616757	q22.1	RASA4	0	0
ENSG00000059588	1	234391313	234479103	q42.2	TARBP1	0	0
ENSG00000168291	3	58427630	58433857	p14.3	PDHB	1	0
ENSG00000090530	3	189956728	190122437	q28	P3H2	0	0
ENSG00000163563	1	158831317	158849506	q23.1	MNDA	0	0
ENSG00000132323	2	238170401	238203729	q37.3	ILKAP	1	0
ENSG00000100739	14	96255824	96268967	q32.2	BDKRB1	0	0
ENSG00000103089	16	74712955	74774831	q23.1	FA2H	0	0
ENSG00000140743	16	22345936	22437165	p12.2	CDR2	0	0
