ensemblID	chr	start	end	band	symbol	isHK	isTF	community
ENSG00000075035	12	108129471	108250537	q23.3	WSCD2	0	0	326
ENSG00000006530	7	141551189	141655244	q34	AGK	0	0	330
ENSG00000026297	6	166929504	166957191	q27	RNASET2	0	0	326
ENSG00000068001	3	50317790	50322906	p21.31	HYAL2	0	0	32
ENSG00000101138	20	56392371	56406369	q13.2	CSTF1	1	0	330
ENSG00000004487	1	23019443	23083689	p36.12	KDM1A	0	0	33
ENSG00000072163	2	127638381	127681786	q14.3	LIMS2	0	0	60
ENSG00000009830	14	77274956	77320884	q24.3	POMT2	0	0	19
ENSG00000011260	17	51260528	51297936	q21.33	UTP18	0	0	25
ENSG00000066336	11	47354860	47378576	p11.2	SPI1	0	1	34
ENSG00000088682	16	57447425	57461275	q21	COQ9	0	0	60
ENSG00000100982	20	45934628	45948023	q13.12	PCIF1	1	0	35
ENSG00000100060	22	37469063	37486401	q13.1	MFNG	0	0	218
ENSG00000101443	20	45469706	45481532	q13.12	WFDC2	0	0	326
ENSG00000049130	12	88492793	88580851	q21.32	KITLG	0	0	326
ENSG00000101298	20	1266280	1309328	p13	SNPH	0	0	19
ENSG00000077044	2	233354507	233472104	q37.1	DGKD	0	0	45
ENSG00000018869	19	56375846	56393545	q13.43	ZNF582	0	1	45
ENSG00000061656	20	35615892	35621049	q11.22	SPAG4	0	0	177
ENSG00000074696	15	65530418	65578352	q22.31	HACD3	0	0	116
ENSG00000023330	3	52198086	52214327	p21.2	ALAS1	0	0	110
ENSG00000100027	22	21697544	21735834	q11.22	YPEL1	0	0	110
ENSG00000100814	14	20311368	20333312	q11.2	CCNB1IP1	1	0	151
ENSG00000069424	1	5991466	6101193	p36.31	KCNAB2	0	0	340
ENSG00000064309	11	125955796	126063335	q24.2	CDON	0	0	19
ENSG00000088247	19	6413348	6424794	p13.3	KHSRP	1	0	45
ENSG00000101945	X	48695554	48709012	p11.23	SUV39H1	0	0	19
ENSG00000087263	16	56451490	56479100	q13	OGFOD1	1	0	268
ENSG00000102878	16	67164681	67169945	q22.1	HSF4	0	1	36
ENSG00000095970	6	41158506	41163186	p21.1	TREM2	0	0	243
ENSG00000047056	10	1049538	1132384	p15.3	WDR37	0	0	218
ENSG00000100425	22	49773283	49827512	q13.33	BRD1	0	0	45
ENSG00000006712	19	39385852	39391195	q13.2	PAF1	1	0	45
ENSG00000083845	19	58386400	58394806	q13.43	RPS5	1	0	45
ENSG00000091428	2	172735274	173052893	q31.1	RAPGEF4	0	0	37
ENSG00000011105	12	3077355	3286564	p13.33	TSPAN9	0	0	37
ENSG00000102053	X	65366638	65507887	q11.2	ZC3H12B	0	0	45
ENSG00000071859	X	154444126	154450654	q28	FAM50A	1	0	45
ENSG00000077157	1	202348699	202592706	q32.1	PPP1R12B	0	0	127
ENSG00000089472	X	66162549	66268867	q12	HEPH	0	0	19
ENSG00000005513	16	981808	986979	p13.3	SOX8	0	1	326
ENSG00000017797	18	9475009	9538116	p11.22	RALBP1	1	0	151
ENSG00000091409	2	172427354	172506282	q31.1	ITGA6	0	0	326
ENSG00000089091	20	18383367	18467281	p11.23	DZANK1	0	0	326
ENSG00000101150	20	63865228	63891545	q13.33	TPD52L2	1	0	19
ENSG00000078061	X	47561100	47571920	p11.3	ARAF	1	0	19
ENSG00000077942	22	45502238	45601135	q13.31	FBLN1	0	0	19
ENSG00000078674	8	17922840	18029944	p22	PCM1	1	0	38
ENSG00000101182	20	62136735	62143440	q13.33	PSMA7	1	0	326
ENSG00000028203	12	95217746	95302790	q22	VEZT	1	0	60
ENSG00000085871	4	139665768	139740745	q31.1	MGST2	0	0	326
ENSG00000101247	20	13784950	13821582	p12.1	NDUFAF5	0	0	268
ENSG00000089356	19	35115879	35124324	q13.12	FXYD3	0	0	326
ENSG00000062038	16	68636189	68722616	q22.1	CDH3	0	0	326
ENSG00000052344	16	31131433	31135762	p11.2	PRSS8	0	0	326
ENSG00000006625	7	30496621	30504844	p14.3	GGCT	1	0	32
ENSG00000100276	22	29312933	29319679	q12.2	RASL10A	0	0	326
ENSG00000087237	16	56961850	56983845	q13	CETP	0	0	60
ENSG00000003393	2	201700554	201781189	q33.1	ALS2	1	0	110
ENSG00000011485	19	46346994	46392981	q13.32	PPP5C	1	0	110
ENSG00000099797	19	14517085	14565980	p13.12	TECR	1	0	60
ENSG00000050030	X	74732856	74925485	q13.3	NEXMIF	0	0	326
ENSG00000010256	3	48599002	48610976	p21.31	UQCRC1	1	0	60
ENSG00000104859	19	45039040	45070956	q13.32	CLASRP	0	0	45
ENSG00000101166	20	59033145	59042909	q13.32	PRELID3B	0	0	151
ENSG00000008405	12	106991364	107093829	q23.3	CRY1	0	0	25
ENSG00000048392	8	102204502	102239118	q22.3	RRM2B	0	0	19
ENSG00000079805	19	10718079	10833488	p13.2	DNM2	1	0	326
ENSG00000066248	2	232878686	233013272	q37.1	NGEF	0	0	202
ENSG00000063176	19	48619291	48630717	q13.33	SPHK2	0	0	60
ENSG00000080546	6	108986437	109094819	q21	SESN1	0	0	32
ENSG00000086232	7	6022244	6059230	p22.1	EIF2AK1	1	0	45
ENSG00000105135	19	15114984	15125785	p13.12	ILVBL	1	0	19
ENSG00000081985	1	67307364	67397090	p31.3	IL12RB2	0	0	340
ENSG00000065150	13	97953658	98024297	q32.2	IPO5	0	0	218
ENSG00000087302	14	51989475	52010691	q22.1	RTRAF	0	0	218
ENSG00000066422	3	101648889	101677495	q12.3	ZBTB11	1	1	330
ENSG00000077684	4	128809623	128875224	q28.2	JADE1	0	0	45
ENSG00000105996	7	27100354	27102811	p15.2	HOXA2	0	1	19
ENSG00000100246	22	38778508	38794198	q13.1	DNAL4	0	0	19
ENSG00000080819	3	98579446	98593723	q11.2	CPOX	1	0	25
ENSG00000060749	11	32892820	32993316	p13	QSER1	0	0	25
ENSG00000105618	19	54115410	54131719	q13.42	PRPF31	1	0	326
ENSG00000100360	22	36758202	36776256	q12.3	IFT27	1	0	151
ENSG00000011028	17	62627401	62693597	q23.2	MRC2	0	0	19
ENSG00000081154	3	101574095	101594437	q12.3	PCNP	0	0	163
ENSG00000065320	17	9021542	9244000	p13.1	NTN1	0	0	60
ENSG00000002933	7	150800403	150805120	q36.1	TMEM176A	0	0	39
ENSG00000100281	22	35257452	35295807	q12.3	HMGXB4	1	0	7
ENSG00000065802	2	238426742	238452250	q37.3	ASB1	1	0	69
ENSG00000101017	20	46118272	46129863	q13.12	CD40	0	0	19
ENSG00000081059	5	134114711	134151865	q31.1	TCF7	0	1	19
ENSG00000071205	4	147732063	148072780	q31.23	ARHGAP10	0	0	268
ENSG00000099817	19	1086579	1095380	p13.3	POLR2E	1	0	60
ENSG00000105767	19	43622368	43639839	q13.31	CADM4	0	0	144
ENSG00000002822	7	1815793	2233243	p22.3	MAD1L1	0	0	45
ENSG00000104714	8	614746	738106	p23.3	ERICH1	1	0	45
ENSG00000072134	17	19215615	19336715	p11.2	EPN2	0	0	218
ENSG00000107562	10	44370165	44386493	q11.21	CXCL12	0	0	326
ENSG00000014919	10	99711844	99732100	q24.2	COX15	1	0	268
ENSG00000087274	4	2843857	2930076	p16.3	ADD1	0	0	268
ENSG00000100319	22	29730956	29767011	q12.2	ZMAT5	1	0	163
ENSG00000070770	16	58157907	58197920	q21	CSNK2A2	0	0	302
ENSG00000103495	16	29806106	29811164	p11.2	MAZ	1	1	218
ENSG00000062725	17	60443149	60526219	q23.2	APPBP2	0	0	25
ENSG00000078808	1	1216908	1232031	p36.33	SDF4	1	0	157
ENSG00000108312	17	44205033	44221626	q21.31	UBTF	1	0	45
ENSG00000092208	14	39114223	39136973	q21.1	GEMIN2	0	0	326
ENSG00000105397	19	10350529	10380676	p13.2	TYK2	1	0	40
ENSG00000108509	17	4967992	4987652	p13.2	CAMTA2	1	1	41
ENSG00000070413	22	19036282	19122454	q11.21	DGCR2	1	0	69
ENSG00000106305	7	6009245	6023834	p22.1	AIMP2	0	0	69
ENSG00000086061	9	33025211	33039907	p21.1	DNAJA1	0	0	116
ENSG00000051825	12	123152320	123244014	q24.31	MPHOSPH9	0	0	358
ENSG00000095564	10	91923769	92030325	q23.32	BTAF1	0	0	42
ENSG00000103404	16	23061406	23149270	p12.2	USP31	0	0	127
ENSG00000076321	1	173714941	173786702	q25.1	KLHL20	1	0	268
ENSG00000049883	5	72320367	72368395	q13.2	PTCD2	0	0	110
ENSG00000047315	4	56977722	57031168	q12	POLR2B	1	0	110
ENSG00000068745	3	48688003	48740353	p21.31	IP6K2	1	0	19
ENSG00000008513	8	133454848	133571940	q24.22	ST3GAL1	0	0	43
ENSG00000100749	14	96797304	96931722	q32.2	VRK1	0	0	116
ENSG00000072071	19	14147743	14206187	p13.12	ADGRL1	0	0	268
ENSG00000103264	16	87326987	87392142	q24.2	FBXO31	0	0	32
ENSG00000064102	12	26905181	26938326	p11.23	INTS13	0	0	218
ENSG00000070601	9	37651000	37746904	p13.2	FRMPD1	0	0	44
ENSG00000107175	9	35732335	35737004	p13.3	CREB3	1	1	85
ENSG00000013561	5	141958328	141990291	q31.3	RNF14	1	0	268
ENSG00000064490	19	19192229	19201869	p13.11	RFXANK	1	0	330
ENSG00000105127	19	15353385	15379798	p13.12	AKAP8	1	1	45
ENSG00000052723	1	114769479	114780685	p13.2	SIKE1	1	0	60
ENSG00000106400	7	101217668	101224190	q22.1	ZNHIT1	1	0	60
ENSG00000105676	19	19033575	19060311	p13.11	ARMC6	1	0	46
ENSG00000107771	10	84328558	84518521	q23.1	CCSER2	0	0	268
ENSG00000057757	1	23778405	23788232	p36.11	PITHD1	1	0	218
ENSG00000079432	19	42268537	42295797	q13.2	CIC	1	1	274
ENSG00000006695	17	14069496	14208677	p12	COX10	0	0	60
ENSG00000080802	7	135361795	135510127	q33	CNOT4	1	0	45
ENSG00000105447	19	48445773	48457022	q13.33	GRWD1	1	0	25
ENSG00000100522	14	52775194	52791668	q22.1	GNPNAT1	1	0	45
ENSG00000104907	19	13104902	13117567	p13.13	TRMT1	1	0	25
ENSG00000089127	12	112906777	112933222	q24.13	OAS1	0	0	4
ENSG00000102271	X	87517749	87670050	q21.31	KLHL4	0	0	243
ENSG00000049618	6	156776020	157210779	q25.3	ARID1B	0	0	47
ENSG00000100664	14	103333544	103345025	q32.32	EIF5	1	0	60
ENSG00000104221	8	37843268	37849904	p11.23	BRF2	1	1	25
ENSG00000087053	11	95832882	95925315	q21	MTMR2	0	0	116
ENSG00000013275	19	39971005	39981441	q13.2	PSMC4	1	0	268
ENSG00000010626	12	6873569	6914243	p13.31	LRRC23	0	0	48
ENSG00000106366	7	101127089	101139266	q22.1	SERPINE1	0	0	25
ENSG00000109089	17	74987632	75005800	q25.1	CDR2L	0	0	25
ENSG00000100483	14	50108632	50116600	q21.3	VCPKMT	0	0	25
ENSG00000023892	6	35297852	35321771	p21.31	DEF6	0	0	326
ENSG00000083520	13	72752169	72782096	q21.33	DIS3	1	0	330
ENSG00000064652	5	122843439	123029354	q23.2	SNX24	0	0	19
ENSG00000064419	7	128954180	129055173	q32.1	TNPO3	1	0	49
ENSG00000078177	4	40056826	40158252	p14	N4BP2	0	0	19
ENSG00000085274	3	169772831	169789716	q26.2	MYNN	1	1	25
ENSG00000088992	12	117038923	117099479	q24.22	TESC	0	0	19
ENSG00000104998	19	14031748	14053216	p13.12	IL27RA	0	0	19
ENSG00000003147	7	8113184	8262687	p21.3	ICA1	0	0	330
ENSG00000084444	12	13044284	13142521	p13.1	FAM234B	0	0	326
ENSG00000068024	2	239048168	239401654	q37.3	HDAC4	0	0	326
ENSG00000106636	7	44200968	44214294	p13	YKT6	1	0	45
ENSG00000112245	6	63521746	63583377	q12	PTP4A1	0	0	218
ENSG00000023902	1	150149183	150164720	q21.2	PLEKHO1	0	0	25
ENSG00000107679	10	122374696	122442602	q26.13	PLEKHA1	1	0	127
ENSG00000111775	12	120438090	120440742	q24.31	COX6A1	0	0	60
ENSG00000100097	22	37675608	37679806	q13.1	LGALS1	0	0	268
ENSG00000100226	22	38705723	38738299	q13.1	GTPBP1	0	0	50
ENSG00000008952	3	169966635	169998373	q26.2	SEC62	1	0	45
ENSG00000013441	2	200853009	200864744	q33.1	CLK1	0	0	25
ENSG00000067191	17	39173456	39197703	q12	CACNB1	0	0	19
ENSG00000071794	3	149030127	149086554	q24	HLTF	0	0	318
ENSG00000109103	17	28546707	28552668	q11.2	UNC119	0	0	298
ENSG00000105131	19	15226919	15233435	p13.12	EPHX3	0	0	326
ENSG00000042062	20	50586108	50691528	q13.13	RIPOR3	0	0	301
ENSG00000073910	13	31846713	32299122	q13.1	FRY	0	0	330
ENSG00000106080	7	30010587	30026684	p14.3	FKBP14	0	0	268
ENSG00000047188	5	113513683	113595285	q22.2	YTHDC2	0	0	110
ENSG00000108840	17	44076746	44123702	q21.31	HDAC5	0	0	110
ENSG00000005175	12	47661249	47706061	q13.11	RPAP3	1	0	110
ENSG00000083444	1	11934205	11975538	p36.22	PLOD1	1	0	127
ENSG00000102349	X	56232421	56287889	p11.21	KLF8	0	1	25
ENSG00000105701	19	18531751	18544077	p13.11	FKBP8	1	0	163
ENSG00000100029	22	30576625	30607083	q12.2	PES1	1	0	326
ENSG00000104765	8	26382898	26505636	p21.2	BNIP3L	0	0	60
ENSG00000065621	10	104268873	104304945	q25.1	GSTO2	0	0	326
ENSG00000109475	4	108620566	108630412	q25	RPL34	1	0	51
ENSG00000114062	15	25333728	25439056	q11.2	UBE3A	1	0	25
ENSG00000072401	10	58334975	58370753	q21.1	UBE2D1	0	0	163
ENSG00000101986	X	153724868	153744762	q28	ABCD1	0	0	60
ENSG00000065413	2	196967017	197311173	q33.1	ANKRD44	0	0	163
ENSG00000076043	11	114439386	114450279	q23.2	REXO2	0	0	60
ENSG00000096872	9	26947039	27062930	p21.2	IFT74	0	0	163
ENSG00000102383	X	75368427	75523502	q13.3	ZDHHC15	0	0	163
ENSG00000088002	19	48552075	48599425	q13.33	SULT2B1	0	0	25
ENSG00000065371	3	123968521	123992178	q21.1	ROPN1	0	0	326
ENSG00000050426	12	51047962	51060424	q13.12	LETMD1	1	0	60
ENSG00000105204	19	39825350	39834201	q13.2	DYRK1B	0	0	60
ENSG00000110931	12	121237691	121298308	q24.31	CAMKK2	0	0	60
ENSG00000082258	2	134918235	134959342	q21.3	CCNT2	0	0	25
ENSG00000114650	3	47413694	47477126	p21.31	SCAP	1	0	45
ENSG00000108091	10	59788763	59906656	q21.2	CCDC6	0	0	25
ENSG00000108389	17	58489529	58517905	q22	MTMR4	0	0	52
ENSG00000092108	14	30622112	30735812	q12	SCFD1	1	0	298
ENSG00000103051	16	70480568	70523565	q22.1	COG4	1	0	110
ENSG00000072694	1	161663147	161678654	q23.3	FCGR2B	0	0	19
ENSG00000101544	18	80109031	80147523	q23	ADNP2	0	1	330
ENSG00000100243	22	42617840	42649568	q13.2	CYB5R3	1	0	326
ENSG00000073861	17	47733244	47746119	q21.32	TBX21	0	1	248
ENSG00000109320	4	102501329	102617302	q24	NFKB1	0	1	330
ENSG00000105771	19	43727992	43754990	q13.31	SMG9	0	0	218
ENSG00000099256	10	24848607	24952604	p12.1	PRTFDC1	0	0	330
ENSG00000085831	1	51287258	51345116	p32.3	TTC39A	0	0	85
ENSG00000109586	4	173168753	173323967	q34.1	GALNT7	0	0	85
ENSG00000093010	22	19941607	19969975	q11.21	COMT	1	0	53
ENSG00000070526	17	76624761	76643838	q25.1	ST6GALNAC1	0	0	54
ENSG00000055609	7	152134922	152436005	q36.1	KMT2C	0	0	330
ENSG00000100201	22	38483440	38507660	q13.1	DDX17	1	0	330
ENSG00000066933	15	71822289	72118577	q23	MYO9A	0	0	330
ENSG00000055130	7	148697914	148801036	q36.1	CUL1	1	0	55
ENSG00000106546	7	16916359	17346152	p21.1	AHR	0	1	25
ENSG00000001167	6	41072945	41099976	p21.1	NFYA	0	1	25
ENSG00000101421	20	33811304	33854366	q11.22	CHMP4B	1	0	25
ENSG00000067208	1	92508696	92792404	p22.1	EVI5	0	0	56
ENSG00000114686	3	131462212	131502983	q22.1	MRPL3	1	0	57
ENSG00000084070	1	40344850	40423326	p34.2	SMAP2	0	0	32
ENSG00000008735	22	50600685	50613981	q13.33	MAPK8IP2	0	0	326
ENSG00000103202	16	396725	410367	p13.3	NME4	0	0	268
ENSG00000061794	12	27710773	27756295	p11.22	MRPS35	1	0	60
ENSG00000085185	X	129981107	130058083	q26.1	BCORL1	0	0	19
ENSG00000000971	1	196651878	196747504	q31.3	CFH	0	0	58
ENSG00000101082	20	36612318	36646216	q11.23	SLA2	0	0	177
ENSG00000081019	1	113761832	113812476	p13.2	RSBN1	0	0	177
ENSG00000068028	3	50329782	50340980	p21.31	RASSF1	0	0	218
ENSG00000105698	19	35268978	35279821	q13.12	USF2	1	1	45
ENSG00000099624	19	1241746	1244826	p13.3	ATP5F1D	0	0	60
ENSG00000004779	16	23581002	23596356	p12.2	NDUFAB1	0	0	60
ENSG00000113721	5	150113837	150155872	q32	PDGFRB	0	0	19
ENSG00000104324	8	96645227	97149654	q22.1	CPQ	0	0	326
ENSG00000072135	2	130356007	130375409	q21.1	PTPN18	0	0	326
ENSG00000113460	5	34915376	34925996	p13.2	BRIX1	1	0	45
ENSG00000106078	7	51016212	51316818	p12.1	COBL	0	0	326
ENSG00000114770	3	183919934	184018015	q27.1	ABCC5	0	0	59
ENSG00000101342	20	36876121	36894235	q11.23	TLDC2	0	0	32
ENSG00000078124	11	76860867	77026797	q13.5	ACER3	0	0	60
ENSG00000113369	5	91368724	91383359	q14.3	ARRDC3	0	0	202
ENSG00000104472	8	140511298	140517137	q24.3	CHRAC1	1	0	25
ENSG00000101417	20	33702754	33720319	q11.22	PXMP4	1	0	60
ENSG00000111679	12	6946468	6961316	p13.31	PTPN6	0	0	340
ENSG00000095066	19	12763003	12872740	p13.13	HOOK2	0	0	268
ENSG00000070731	17	76565379	76586956	q25.1	ST6GALNAC2	0	0	298
ENSG00000115825	2	37250502	37324808	p22.2	PRKD3	0	0	318
ENSG00000114942	2	206159585	206162928	q33.3	EEF1B2	1	0	69
ENSG00000100321	22	39349925	39385588	q13.1	SYNGR1	0	0	243
ENSG00000102313	X	54748899	54798240	p11.22	ITIH6	0	0	326
ENSG00000100348	22	36467036	36482030	q12.3	TXN2	1	0	60
ENSG00000104823	19	38815422	38832005	q13.2	ECH1	1	0	60
ENSG00000113319	5	80960672	81230156	q14.1	RASGRF2	0	0	268
ENSG00000107551	10	44959407	44995891	q11.21	RASSF4	0	0	60
ENSG00000072803	5	171861549	172006873	q35.1	FBXW11	1	0	298
ENSG00000116406	1	184690231	184754913	q25.3	EDEM3	1	0	302
ENSG00000099204	10	114431113	114685003	q25.3	ABLIM1	0	0	188
ENSG00000066654	16	20702816	20742084	p12.3	THUMPD1	0	0	32
ENSG00000112146	6	53051991	53100873	p12.1	FBXO9	0	0	218
ENSG00000102897	16	20899868	20925006	p12.3	LYRM1	1	0	60
ENSG00000065029	6	35258909	35295985	p21.31	ZNF76	1	1	61
ENSG00000047230	X	16588003	16712936	p22.2	CTPS2	0	0	326
ENSG00000108175	10	79069035	79316528	q22.3	ZMIZ1	0	0	19
ENSG00000107554	10	99875577	100009919	q24.2	DNMBP	0	0	218
ENSG00000105357	19	50188186	50310544	q13.33	MYH14	0	0	45
ENSG00000100764	14	90256495	90275429	q32.11	PSMC1	0	0	69
ENSG00000070404	19	676365	683399	p13.3	FSTL3	0	0	268
ENSG00000101882	X	119920672	119943772	q24	NKAP	1	0	298
ENSG00000076944	19	7636881	7647873	p13.2	STXBP2	0	0	302
ENSG00000110721	11	68052859	68121444	q13.2	CHKA	0	0	202
ENSG00000054392	1	210328252	210676296	q32.2	HHAT	0	0	326
ENSG00000071282	3	8501707	8574673	p25.3	LMCD1	0	0	19
ENSG00000105750	19	20923222	20950697	p12	ZNF85	0	1	13
ENSG00000108511	17	48595751	48604992	q21.32	HOXB6	0	1	274
ENSG00000116266	1	108746674	108809526	p13.3	STXBP3	1	0	69
ENSG00000099246	10	27504174	27542237	p12.1	RAB18	1	0	19
ENSG00000074266	11	86244544	86278813	q14.2	EED	1	0	116
ENSG00000108861	17	43766121	43778988	q21.31	DUSP3	0	0	25
ENSG00000100442	14	45115600	45135319	q21.2	FKBP3	1	0	202
ENSG00000100372	22	40769630	40819399	q13.2	SLC25A17	0	0	298
ENSG00000062370	19	44326555	44367217	q13.31	ZNF112	0	1	25
ENSG00000077264	X	110944285	111227361	q23	PAK3	0	0	163
ENSG00000117114	1	81306160	81992436	p31.1	ADGRL2	0	0	19
ENSG00000120149	5	174724533	174730893	q35.2	MSX2	0	1	19
ENSG00000006210	16	57372458	57385048	q21	CX3CL1	0	0	25
ENSG00000108784	17	42536172	42544449	q21.2	NAGLU	0	0	19
ENSG00000028137	1	12167003	12209228	p36.22	TNFRSF1B	0	0	243
ENSG00000005102	17	43640388	43661954	q21.31	MEOX1	0	1	243
ENSG00000023287	8	52622456	52745843	q11.23	RB1CC1	1	0	218
ENSG00000104957	19	13731760	13763296	p13.13	CCDC130	1	0	218
ENSG00000100354	22	40044817	40335808	q13.1	TNRC6B	0	0	218
ENSG00000116711	1	186828953	186988981	q31.1	PLA2G4A	0	0	326
ENSG00000084092	4	56963370	56978823	q12	NOA1	1	0	151
ENSG00000011405	11	17077730	17207983	p15.1	PIK3C2A	0	0	330
ENSG00000074800	1	8861000	8879250	p36.23	ENO1	0	0	69
ENSG00000105429	19	42325609	42378769	q13.2	MEGF8	0	0	45
ENSG00000105393	19	17267350	17281249	p13.11	BABAM1	1	0	45
ENSG00000120697	13	36949775	37000261	q13.3	ALG5	1	0	45
ENSG00000006015	19	18588685	18592336	p13.11	REX1BD	0	0	298
ENSG00000078549	7	31052461	31111479	p14.3	ADCYAP1R1	0	0	177
ENSG00000047849	3	47850690	48089272	p21.31	MAP4	0	0	268
ENSG00000011201	X	8528874	8732186	p22.31	ANOS1	0	0	60
ENSG00000078399	7	27162435	27175180	p15.2	HOXA9	0	1	19
ENSG00000001631	7	92198969	92246166	q21.2	KRIT1	0	0	326
ENSG00000067560	3	49359145	49412998	p21.31	RHOA	1	0	127
ENSG00000107882	10	102503987	102633535	q24.32	SUFU	0	0	25
ENSG00000077420	10	26438203	26567803	p12.1	APBB1IP	0	0	60
ENSG00000099840	19	2096429	2099593	p13.3	IZUMO4	0	0	60
ENSG00000111641	12	6556863	6568691	p13.31	NOP2	1	0	218
ENSG00000101883	X	120109053	120115937	q24	RHOXF1	0	1	268
ENSG00000101146	20	57351010	57379211	q13.31	RAE1	0	0	218
ENSG00000112149	6	14117256	14136918	p23	CD83	0	0	218
ENSG00000040633	17	7235028	7239722	p13.1	PHF23	1	0	45
ENSG00000107560	10	118004916	118046603	q26.11	RAB11FIP2	0	0	202
ENSG00000116260	1	180154834	180204030	q25.2	QSOX1	1	0	62
ENSG00000000457	1	169849631	169894267	q24.2	SCYL3	1	0	63
ENSG00000110958	12	56663341	56688408	q13.3	PTGES3	1	0	64
ENSG00000090565	16	425619	523011	p13.3	RAB11FIP3	0	0	25
ENSG00000117318	1	23557918	23559794	p36.12	ID3	0	0	32
ENSG00000084090	2	96184859	96208825	q11.2	STARD7	1	0	268
ENSG00000053372	1	19251539	19260128	p36.13	MRTO4	1	0	45
ENSG00000107438	10	95237572	95291024	q23.33	PDLIM1	0	0	19
ENSG00000110274	11	117314557	117413268	q23.3	CEP164	0	0	139
ENSG00000102189	12	92770637	92929331	q22	EEA1	0	1	65
ENSG00000111877	6	118813442	118935162	q22.31	MCM9	0	0	25
ENSG00000059378	7	140023744	140063721	q34	PARP12	0	0	268
ENSG00000112659	6	43182175	43224587	p21.1	CUL9	0	0	25
ENSG00000120805	12	101393120	101407820	q23.2	ARL1	1	0	25
ENSG00000053371	1	19303965	19312146	p36.13	AKR7A2	1	0	116
ENSG00000072849	17	5471251	5486811	p13.2	DERL2	1	0	25
ENSG00000051620	6	138403531	138422197	q24.1	HEBP2	0	0	60
ENSG00000075420	3	172039628	172401665	q26.31	FNDC3B	0	0	185
ENSG00000090924	19	39412585	39428415	q13.2	PLEKHG2	0	0	218
ENSG00000104419	8	133237171	133302022	q24.22	NDRG1	0	0	60
ENSG00000069399	19	44747705	44760044	q13.32	BCL3	0	0	32
ENSG00000124574	6	43427366	43450430	p21.1	ABCC10	0	0	252
ENSG00000110987	12	122019422	122062044	q24.31	BCL7A	0	0	151
ENSG00000082438	2	164653624	164843679	q24.3	COBLL1	0	0	268
ENSG00000115170	2	157736444	157875862	q24.1	ACVR1	1	0	268
ENSG00000078967	7	43926438	43956136	p13	UBE2D4	1	0	268
ENSG00000040487	1	19312326	19329300	p36.13	PQLC2	1	0	218
ENSG00000122203	5	176346061	176361968	q35.2	KIAA1191	1	0	45
ENSG00000109270	4	99878336	99894490	q23	LAMTOR3	1	0	6
ENSG00000103024	16	1770286	1771730	p13.3	NME3	1	0	298
ENSG00000108654	17	64499616	64508199	q23.3	DDX5	0	0	66
ENSG00000063177	19	48615328	48619536	q13.33	RPL18	0	0	69
ENSG00000047932	6	117560269	117602542	q22.1	GOPC	1	0	326
ENSG00000125817	20	3783851	3786690	p13	CENPB	1	1	5
ENSG00000070047	11	576486	612222	p15.5	PHRF1	1	0	45
ENSG00000004478	12	2794953	2805423	p13.33	FKBP4	0	0	25
ENSG00000109736	4	2930561	2934859	p16.3	MFSD10	0	0	19
ENSG00000108306	17	39252644	39402523	q12	FBXL20	0	0	302
ENSG00000097007	9	130713946	130887675	q34.12	ABL1	0	0	19
ENSG00000031081	3	119294373	119420714	q13.32	ARHGAP31	0	0	19
ENSG00000101557	18	158383	214629	p11.32	USP14	1	0	68
ENSG00000126214	14	103561896	103714249	q32.33	KLC1	0	0	298
ENSG00000125356	X	119871487	119876662	q24	NDUFA1	0	0	60
ENSG00000075303	7	87833568	87876357	q21.12	SLC25A40	0	0	69
ENSG00000105258	19	36113710	36115346	q13.12	POLR2I	1	0	45
ENSG00000109079	17	28335602	28347009	q11.2	TNFAIP1	1	0	25
ENSG00000073605	17	39904595	39919854	q21.1	GSDMB	0	0	60
ENSG00000106049	7	27525442	27662995	p15.2	HIBADH	1	0	60
ENSG00000123600	2	171317405	171434802	q31.1	METTL8	0	0	185
ENSG00000103528	16	19167971	19268334	p12.3	SYT17	0	0	185
ENSG00000054116	1	36136570	36156053	p34.3	TRAPPC3	1	0	25
ENSG00000091831	6	151656691	152129619	q25.1	ESR1	0	1	110
ENSG00000008988	8	56067295	56074581	q12.1	RPS20	0	0	60
ENSG00000083857	4	186587783	186726722	q35.2	FAT1	0	0	268
ENSG00000110848	12	9752486	9760901	p13.31	CD69	0	0	218
ENSG00000007968	1	23506430	23531220	p36.12	E2F2	0	1	318
ENSG00000061987	12	62466817	62600479	q14.1	MON2	1	0	25
ENSG00000119335	9	128683424	128696400	q34.11	SET	1	0	45
ENSG00000119397	9	121074863	121177610	q33.2	CNTRL	0	0	3
ENSG00000123560	X	103773718	103792619	q22.2	PLP1	0	0	326
ENSG00000106028	7	141738321	141787922	q34	SSBP1	1	0	69
ENSG00000111731	12	22448583	22544546	p12.1	C2CD5	0	0	70
ENSG00000028839	6	133952170	133990432	q23.2	TBPL1	0	1	218
ENSG00000100395	22	41205205	41231271	q13.2	L3MBTL2	1	0	71
ENSG00000100596	14	77505997	77616773	q24.3	SPTLC2	0	0	110
ENSG00000100439	14	22598237	22613215	q11.2	ABHD4	1	0	177
ENSG00000104946	19	49877425	49888749	q13.33	TBC1D17	0	0	60
ENSG00000100139	22	37905657	37942822	q13.1	MICALL1	1	0	298
ENSG00000054523	1	10210805	10381603	p36.22	KIF1B	0	0	60
ENSG00000105176	19	29923644	30016608	q12	URI1	1	0	330
ENSG00000086189	5	62387254	62403939	q12.1	DIMT1	1	0	19
