Gene Symbol	Gene ID	Cytoband
CD7	924	17q25.3
SECTM1	6398	17q25.3
TEX19	400629	17q25.3
UTS2R	2837	17q25.3
OGFOD3	79701	17q25.3
HEXDC	284004	17q25.3
C17orf62	79415	17q25.3
NARF	26502	17q25.3
FOXK2	3607	17q25.3
WDR45B	56270	17q25.3
RAB40B	10966	17q25.3
MIR4525	100616196	17q25.3
FN3KRP	79672	17q25.3
LOC101929552	101929552	17q25.3
FN3K	64122	17q25.3
TBCD	6904	17q25.3
ZNF750	79755	17q25.3
B3GNTL1	146712	17q25.3
METRNL	284207	17q25.3
RPL23AP87	388574	17q25.3
COLEC12	81035	18p11.32
LOC102723376|chr18	102723376	18p11.32
MIR8078	102466878	18p11.32
ROCK1P1	727758	18p11.32
THOC1	9984	18p11.32
USP14	9097	18p11.32
CETN1	1068	18p11.32
CLUL1	27098	18p11.32
ENOSF1	55556	18p11.32
LOC105376854	105376854	18p11.32
TYMSOS	494514	18p11.32
TYMS	7298	18p11.32
YES1	7525	18p11.32
ADCYAP1	116	18p11.32
LINC00470	56651	18p11.32
METTL4	64863	18p11.32
CBX3P2	645158	18p11.32
NDC80	10403	18p11.32
SMCHD1	23347	18p11.32
EMILIN2	84034	18p11.32
LPIN2	9663	18p11.31
LOC727896	727896	18p11.31
MYOM1	8736	18p11.31
MYL12A	10627	18p11.31
LOC104968399	104968399	18p11.31
MYL12B	103910	18p11.31
TGIF1	7050	18p11.31
GAPLINC	100505592	18p11.31
DLGAP1	9229	18p11.31
DLGAP1-AS1	649446	18p11.31
DLGAP1-AS2	84777	18p11.31
DLGAP1-AS3	201477	18p11.31
MIR6718	102465430	18p11.31
DLGAP1-AS4	101410534	18p11.31
DLGAP1-AS5	284215	18p11.31
AKAIN1	642597	18p11.31
LINC00526	147525	18p11.31
LINC00667	339290	18p11.31
ZBTB14	7541	18p11.31
EPB41L3	23136	18p11.31
MIR3976HG	645355	18p11.31
MIR3976	100616244	18p11.31
TMEM200C	645369	18p11.31
L3MBTL4	91133	18p11.31
L3MBTL4-AS1	101927150	18p11.31
LINC01387	100130480	18p11.31
MIR4317	100422840	18p11.31
LOC101927168	101927168	18p11.31
ARHGAP28	79822	18p11.31
LINC00668	400643	18p11.31
LAMA1	284217	18p11.31
LOC101927188	101927188	18p11.31
LRRC30	339291	18p11.23
PTPRM	5797	18p11.23
LOC100192426	100192426	18p11.23
RAB12	201475	18p11.22
GACAT2	100287082	18p11.22
MTCL1	23255	18p11.22
NDUFV2	4729	18p11.22
NDUFV2-AS1	101927275	18p11.22
ANKRD12	23253	18p11.22
TWSG1	57045	18p11.22
RALBP1	10928	18p11.22
PPP4R1	9989	18p11.22
PPP4R1-AS1	101927323	18p11.22
RAB31	11031	18p11.22
TXNDC2	84203	18p11.22
VAPA	9218	18p11.22
LINC01254	101927350	18p11.22
APCDD1	147495	18p11.22
NAPG	8774	18p11.22
LOC101927410	101927410	18p11.22
PIEZO2	63895	18p11.22
MIR6788	102466735	18p11.22
LINC01255	101927433	18p11.21
SLC35G4	646000	18p11.21
MIR7153	102465690	18p11.21
GNAL	2774	18p11.21
CHMP1B	57132	18p11.21
MPPE1	65258	18p11.21
IMPA2	3613	18p11.21
ANKRD62	342850	18p11.21
C18orf61	497259	18p11.21
CIDEA	1149	18p11.21
TUBB6	84617	18p11.21
AFG3L2	10939	18p11.21
PRELID3A	10650	18p11.21
LOC105371998	105371998	18p11.21
SPIRE1	56907	18p11.21
PSMG2	56984	18p11.21
CEP76	79959	18p11.21
LOC100996324	100996324	18p11.21
PTPN2	5771	18p11.21
SEH1L	81929	18p11.21
CEP192	55125	18p11.21
LDLRAD4	753	18p11.21
LDLRAD4-AS1	100288122	18p11.21
MIR5190	100847080	18p11.21
MIR4526	100616130	18p11.21
FAM210A	125228	18p11.21
RNMT	8731	18p11.21
MC5R	4161	18p11.21
MC2R	4158	18p11.21
ANKRD20A5P	440482	18p11.21
CYP4F35P	284233	18p11.21
ZNF519	162655	18p11.21
CXADRP3	440224	18p11.21
POTEC	388468	18p11.21
ANKRD30B	374860	18p11.21
LINC01443	400644	18p11.21
LINC01444	101927642	18p11.21
LOC644669	644669	18p11.21
MIR3156-2	100422907	18p11.21
ROCK1	6093	18q11.1
GREB1L	80000	18q11.1
ESCO1	114799	18q11.2
SNRPD1	6632	18q11.2
ABHD3	171586	18q11.2
MIR320C1	100302135	18q11.2
MIB1	57534	18q11.2
MIR133A1HG	102723167	18q11.2
MIR133A1	406922	18q11.2
MIR1-2	406905	18q11.2
GATA6-AS1	100128893	18q11.2
GATA6	2627	18q11.2
CTAGE1	64693	18q11.2
LOC101927571	101927571	18q11.2
MIR4741	100616139	18q11.2
RBBP8	5932	18q11.2
CABLES1	91768	18q11.2
TMEM241	85019	18q11.2
RIOK3	8780	18q11.2
C18orf8	29919	18q11.2
NPC1	4864	18q11.2
ANKRD29	147463	18q11.2
LAMA3	3909	18q11.2
TTC39C	125488	18q11.2
TTC39C-AS1	102724246	18q11.2
CABYR	26256	18q11.2
OSBPL1A	114876	18q11.2
MIR320C2	100302195	18q11.2
IMPACT	55364	18q11.2
HRH4	59340	18q11.2
LOC729950	729950	18q11.2
LOC105372028	105372028	18q11.2
ZNF521	25925	18q11.2
SS18	6760	18q11.2
PSMA8	143471	18q11.2
TAF4B	6875	18q11.2
LINC01543	100506787	18q11.2
KCTD1	284252	18q11.2
MIR8057	102466874	18q11.2
PCAT18	728606	18q11.2
AQP4	361	18q11.2
AQP4-AS1	147429	18q11.2
CHST9	83539	18q11.2
LOC105372038	105372038	18q11.2
CDH2	1000	18q12.1
MIR302F	100302131	18q12.1
DSC3	1825	18q12.1
DSC2	1824	18q12.1
DSCAS	101927698	18q12.1
DSC1	1823	18q12.1
DSG1	1828	18q12.1
DSG1-AS1	101927718	18q12.1
DSG4	147409	18q12.1
DSG3	1830	18q12.1
DSG2	1829	18q12.1
DSG2-AS1	100652770	18q12.1
TTR	7276	18q12.1
B4GALT6	9331	18q12.1
SLC25A52	147407	18q12.1
TRAPPC8	22878	18q12.1
RNF125	54941	18q12.1
RNF138	51444	18q12.1
MEP1B	4225	18q12.1
GAREM1	64762	18q12.1
WBP11P1	441818	18q12.1
KLHL14	57565	18q12.1
CCDC178	374864	18q12.1
ASXL3	80816	18q12.1
NOL4	8715	18q12.1
DTNA	1837	18q12.1
MAPRE2	10982	18q12.1
ZNF397	84307	18q12.2
ZSCAN30	100101467	18q12.2
ZNF271P	10778	18q12.2
ZNF24	7572	18q12.2
ZNF396	252884	18q12.2
INO80C	125476	18q12.2
MIR3975	100616257	18q12.2
GALNT1	2589	18q12.2
MIR187	406963	18q12.2
MIR3929	100500864	18q12.2
C18orf21	83608	18q12.2
RPRD1A	55197	18q12.2
SLC39A6	25800	18q12.2
ELP2	55250	18q12.2
LOC101927809	101927809	18q12.2
MOCOS	55034	18q12.2
FHOD3	80206	18q12.2
LOC105372071	105372071	18q12.2
TPGS2	25941	18q12.2
KIAA1328	57536	18q12.2
LOC105372069	105372069	18q12.2
CELF4	56853	18q12.2
LOC105372068	105372068	18q12.2
SNORA111	106635546	18q12.2
MIR4318	100422857	18q12.2
MIR924HG	647946	18q12.2
MIR924	100126323	18q12.3
MIR5583-1	100847025	18q12.3
MIR5583-2	100846997	18q12.3
LINC01477	101927900	18q12.3
KC6	641516	18q12.3
PIK3C3	5289	18q12.3
LINC00907	284260	18q12.3
RIT2	6014	18q12.3
SYT4	6860	18q12.3
LINC01478	101927921	18q12.3
LOC105667213	105667213	18q12.3
SETBP1	26040	18q12.3
MIR4319	100422829	18q12.3
SLC14A2	8170	18q12.3
SLC14A2-AS1	101927980	18q12.3
SLC14A1	6563	18q12.3
SIGLEC15	284266	18q12.3
EPG5	57724	18q12.3
PSTPIP2	9050	18q21.1
ATP5A1	498	18q21.1
HAUS1	115106	18q21.1
C18orf25	147339	18q21.1
RNF165	494470	18q21.1
LOXHD1	125336	18q21.1
ST8SIA5	29906	18q21.1
PIAS2	9063	18q21.1
KATNAL2	83473	18q21.1
TCEB3B	51224	18q21.1
TCEB3CL2	100506888	18q21.1
TCEB3CL	728929	18q21.1
TCEB3C	162699	18q21.1
HDHD2	84064	18q21.1
IER3IP1	51124	18q21.1
SKOR2	652991	18q21.1
MIR4527	100616264	18q21.1
SMAD2	4087	18q21.1
ZBTB7C	201501	18q21.1
CTIF	9811	18q21.1
MIR4743	100616366	18q21.1
SMAD7	4092	18q21.1
DYM	54808	18q21.1
MIR4744	100616420	18q21.1
C18orf32	497661	18q21.1
RPL17-C18orf32	100526842	18q21.1
MIR1539	100302257	18q21.1
RPL17	6139	18q21.1
SNORD58C	100124516	18q21.1
SNORD58A	26791	18q21.1
SNORD58B	26790	18q21.1
LIPG	9388	18q21.1
ACAA2	10449	18q21.1
SCARNA17	677769	18q21.1
SNHG22	103091864	18q21.1
MYO5B	4645	18q21.1
MIR4320	100422865	18q21.1
CFAP53	220136	18q21.1
MBD1	4152	18q21.1
CXXC1	30827	18q21.1
SKA1	220134	18q21.1
MAPK4	5596	18q21.1
MRO	83876	18q21.2
ME2	4200	18q21.2
ELAC1	55520	18q21.2
SMAD4	4089	18q21.2
MEX3C	51320	18q21.2
LINC01630	100287225	18q21.2
DCC	1630	18q21.2
MIR4528	100616232	18q21.2
LOC102724651	102724651	18q21.2
LOC101928167	101928167	18q21.2
MBD2	8932	18q21.2
SNORA37	677819	18q21.2
POLI	11201	18q21.2
STARD6	147323	18q21.2
C18orf54	162681	18q21.2
DYNAP	284254	18q21.2
RAB27B	5874	18q21.2
CCDC68	80323	18q21.2
LOC101927229	101927229	18q21.2
TCF4	6925	18q21.2
TCF4-AS1	105372127	18q21.2
MIR4529	100616290	18q21.2
LINC01416	101927273	18q21.2
LINC01539	100505474	18q21.2
TXNL1	9352	18q21.31
WDR7	23335	18q21.31
LINC-ROR	100885779	18q21.31
BOD1L2	284257	18q21.31
ST8SIA3	51046	18q21.31
ONECUT2	9480	18q21.31
FECH	2235	18q21.31
NARS	4677	18q21.31
LOC100505549	100505549	18q21.31
ATP8B1	5205	18q21.31
NEDD4L	23327	18q21.31
MIR122	406906	18q21.31
MIR3591	100616357	18q21.31
ALPK2	115701	18q21.31
SNORA108	106635543	18q21.32
LOC101927322	101927322	18q21.32
MALT1	10892	18q21.32
ZNF532	55205	18q21.32
OACYLP	390858	18q21.32
SEC11C	90701	18q21.32
GRP	2922	18q21.32
RAX	30062	18q21.32
CPLX4	339302	18q21.32
LMAN1	3998	18q21.32
CCBE1	147372	18q21.32
PMAIP1	5366	18q21.32
MC4R	4160	18q21.32
CDH20	28316	18q21.33
LINC01544	100996669	18q21.33
RNF152	220441	18q21.33
PIGN	23556	18q21.33
KIAA1468	57614	18q21.33
TNFRSF11A	8792	18q21.33
ZCCHC2	54877	18q21.33
PHLPP1	23239	18q21.33
BCL2	596	18q21.33
KDSR	2531	18q21.33
VPS4B	9525	18q21.33
SERPINB5	5268	18q21.33
SERPINB12	89777	18q21.33
SERPINB13	5275	18q21.33
SERPINB4	6318	18q21.33
SERPINB3	6317	18q21.33
SERPINB11	89778	18q21.33
SERPINB7	8710	18q21.33
SERPINB2	5055	18q21.33
SERPINB10	5273	18q22.1
HMSD	284293	18q22.1
SERPINB8	5271	18q22.1
LINC00305	221241	18q22.1
LOC284294	284294	18q22.1
LINC01538	400654	18q22.1
CDH7	1005	18q22.1
CDH19	28513	18q22.1
MIR5011	100847002	18q22.1
DSEL	92126	18q22.1
LOC643542	643542	18q22.1
TMX3	54495	18q22.1
CCDC102B	79839	18q22.1
DOK6	220164	18q22.2
LOC105372179	105372179	18q22.2
CD226	10666	18q22.2
RTTN	25914	18q22.2
SOCS6	9306	18q22.2
LOC101927481	101927481	18q22.2
LOC101060542	101060542	18q22.2
GTSCR1	220158	18q22.2
CBLN2	147381	18q22.3
LINC01541	100505776	18q22.3
LOC100505797	100505797	18q22.3
LOC100505817	100505817	18q22.3
LOC102724913	102724913	18q22.3
LOC400655	400655	18q22.3
MIR548AV	100847083	18q22.3
NETO1	81832	18q22.3
FBXO15	201456	18q22.3
TIMM21	29090	18q22.3
CYB5A	1528	18q22.3
C18orf63	644041	18q22.3
LOC101927606	101927606	18q22.3
FAM69C	125704	18q22.3
CNDP2	55748	18q22.3
CNDP1	84735	18q22.3
LINC00909	400657	18q22.3
ZNF407	55628	18q22.3
ZADH2	284273	18q22.3
TSHZ1	10194	18q22.3
SMIM21	284274	18q23
LOC100505853	100505853	18q23
LOC339298	339298	18q23
ZNF516	9658	18q23
LOC101927989	101927989	18q23
C18orf65	400658	18q23
LINC00908	284276	18q23
LINC00683	400660	18q23
LOC101927651	101927651	18q23
LOC400661	400661	18q23
LOC100131655	100131655	18q23
ZNF236	7776	18q23
MBP	4155	18q23
GALR1	2587	18q23
LINC01029	101927715	18q23
SALL3	27164	18q23
ATP9B	374868	18q23
ADNP2	22850	18q23
CTDP1	9150	18q23
HSBP1L1	440498	18q23
KCNG2	26251	18q23
LOC284241	284241	18q23
NFATC1	4772	18q23
PARD6G-AS1	100130522	18q23
PARD6G	84552	18q23
PQLC1	80148	18q23
RBFADN	100506070	18q23
RBFA	79863	18q23
TXNL4A	10907	18q23
FAM138A|chr19	645520	19p13.3
FAM138C|chr19	654835	19p13.3
LINC01002	399844	19p13.3
MIR1302-10|chr19	100422834	19p13.3
MIR1302-11|chr19	100422919	19p13.3
MIR1302-2|chr19	100302278	19p13.3
MIR1302-9|chr19	100422831	19p13.3
OR4F17	81099	19p13.3
PLPP2	8612	19p13.3
WASH5P	375690	19p13.3
MIER2	54531	19p13.3
THEG	51298	19p13.3
C2CD4C	126567	19p13.3
SHC2	25759	19p13.3
ODF3L2	284451	19p13.3
MADCAM1	8174	19p13.3
TPGS1	91978	19p13.3
CDC34	997	19p13.3
GZMM	3004	19p13.3
BSG	682	19p13.3
HCN2	610	19p13.3
POLRMT	5442	19p13.3
FGF22	27006	19p13.3
RNF126	55658	19p13.3
FSTL3	10272	19p13.3
PRSS57	400668	19p13.3
PALM	5064	19p13.3
MISP	126353	19p13.3
PTBP1	5725	19p13.3
MIR4745	100616459	19p13.3
MIR3187	100422854	19p13.3
PLPPR3	79948	19p13.3
AZU1	566	19p13.3
CFD	1675	19p13.3
ELANE	1991	19p13.3
PRTN3	5657	19p13.3
ARID3A	1820	19p13.3
KISS1R	84634	19p13.3
MED16	10025	19p13.3
R3HDM4	91300	19p13.3
RNU6-1|chr19	26827	19p13.3
RNU6-2|chr19	103625684	19p13.3
RNU6-7|chr19	101954275	19p13.3
WDR18	57418	19p13.3
GRIN3B	116444	19p13.3
TMEM259	91304	19p13.3
CNN2	1265	19p13.3
ABCA7	10347	19p13.3
ARHGAP45	23526	19p13.3
POLR2E	5434	19p13.3
GPX4	2879	19p13.3
SBNO2	22904	19p13.3
STK11	6794	19p13.3
ATP5D	513	19p13.3
CBARP	255057	19p13.3
MIDN	90007	19p13.3
CIRBP-AS1	148046	19p13.3
CIRBP	1153	19p13.3
C19orf24	55009	19p13.3
EFNA2	1943	19p13.3
MUM1	84939	19p13.3
NDUFS7	374291	19p13.3
GAMT	2593	19p13.3
DAZAP1	26528	19p13.3
RPS15	6209	19p13.3
APC2	10297	19p13.3
C19orf25	148223	19p13.3
PCSK4	54760	19p13.3
REEP6	92840	19p13.3
ADAMTSL5	339366	19p13.3
PLK5	126520	19p13.3
MEX3D	399664	19p13.3
MBD3	53615	19p13.3
UQCR11	10975	19p13.3
TCF3	6929	19p13.3
ATP8B3	148229	19p13.3
LOC100288123	100288123	19p13.3
MIR1909	100302210	19p13.3
ONECUT3	390874	19p13.3
REXO1	57455	19p13.3
KLF16	83855	19p13.3
ABHD17A	81926	19p13.3
ADAT3	113179	19p13.3
SCAMP4	113178	19p13.3
CSNK1G2	1455	19p13.3
CSNK1G2-AS1	255193	19p13.3
BTBD2	55643	19p13.3
MKNK2	2872	19p13.3
MOB3A	126308	19p13.3
AP3D1	8943	19p13.3
IZUMO4	113177	19p13.3
DOT1L	84444	19p13.3
MIR1227	100302283	19p13.3
MIR6789	102466736	19p13.3
PLEKHJ1	55111	19p13.3
SF3A2	8175	19p13.3
AMH	268	19p13.3
JSRP1	126306	19p13.3
MIR4321	100423031	19p13.3
C19orf35	374872	19p13.3
OAZ1	4946	19p13.3
LINGO3	645191	19p13.3
LSM7	51690	19p13.3
SPPL2B	56928	19p13.3
TMPRSS9	360200	19p13.3
TIMM13	26517	19p13.3
LMNB2	84823	19p13.3
MIR7108	102466806	19p13.3
LOC101928602	101928602	19p13.3
GADD45B	4616	19p13.3
GNG7	2788	19p13.3
MIR7850	102465838	19p13.3
DIRAS1	148252	19p13.3
SLC39A3	29985	19p13.3
SGTA	6449	19p13.3
THOP1	7064	19p13.3
ZNF554	115196	19p13.3
ZNF555	148254	19p13.3
ZNF556	80032	19p13.3
ZNF57	126295	19p13.3
ZNF77	58492	19p13.3
TLE6	79816	19p13.3
TLE2	7089	19p13.3
MIR1268A|chr19	100302233	19p13.3
AES	166	19p13.3
GNA11	2767	19p13.3
GNA15	2769	19p13.3
LOC100996351	100996351	19p13.3
S1PR4	8698	19p13.3
NCLN	56926	19p13.3
CELF5	60680	19p13.3
NFIC	4782	19p13.3
SMIM24	284422	19p13.3
DOHH	83475	19p13.3
FZR1	51343	19p13.3
C19orf71	100128569	19p13.3
MFSD12	126321	19p13.3
GIPC3	126326	19p13.3
HMG20B	10362	19p13.3
TBXA2R	6915	19p13.3
CACTIN-AS1	404665	19p13.3
CACTIN	58509	19p13.3
PIP5K1C	23396	19p13.3
TJP3	27134	19p13.3
APBA3	9546	19p13.3
MRPL54	116541	19p13.3
RAX2	84839	19p13.3
MATK	4145	19p13.3
ZFR2	23217	19p13.3
ATCAY	85300	19p13.3
NMRK2	27231	19p13.3
DAPK3	1613	19p13.3
MIR637	693222	19p13.3
EEF2	1938	19p13.3
SNORD37	26812	19p13.3
PIAS4	51588	19p13.3
ZBTB7A	51341	19p13.3
MAP2K2	5605	19p13.3
CREB3L3	84699	19p13.3
SIRT6	51548	19p13.3
ANKRD24	170961	19p13.3
EBI3	10148	19p13.3
CCDC94	55702	19p13.3
SHD	56961	19p13.3
TMIGD2	126259	19p13.3
FSD1	79187	19p13.3
STAP2	55620	19p13.3
MPND	84954	19p13.3
SH3GL1	6455	19p13.3
CHAF1A	10036	19p13.3
HDGFRP2	84717	19p13.3
LRG1	116844	19p13.3
MIR4746	100616371	19p13.3
MYDGF	56005	19p13.3
PLIN4	729359	19p13.3
PLIN5	440503	19p13.3
SEMA6B	10501	19p13.3
TNFAIP8L1	126282	19p13.3
UBXN6	80700	19p13.3
DPP9	91039	19p13.3
DPP9-AS1	100131094	19p13.3
MIR7-3HG	284424	19p13.3
MIR7-3	407045	19p13.3
FEM1A	55527	19p13.3
TICAM1	148022	19p13.3
PLIN3	10226	19p13.3
ARRDC5	645432	19p13.3
UHRF1	29128	19p13.3
MIR4747	100616337	19p13.3
KDM4B	23030	19p13.3
PTPRS	5802	19p13.3
ZNRF4	148066	19p13.3
TINCR	257000	19p13.3
SAFB2	9667	19p13.3
SAFB	6294	19p13.3
C19orf70	125988	19p13.3
HSD11B1L	374875	19p13.3
RPL36	25873	19p13.3
LONP1	9361	19p13.3
CATSPERD	257062	19p13.3
DUS3L	56931	19p13.3
PRR22	163154	19p13.3
NRTN	4902	19p13.3
FUT6	2528	19p13.3
FUT3	2525	19p13.3
FUT5	2527	19p13.3
LOC101928844	101928844	19p13.3
NDUFA11	126328	19p13.3
CAPS	828	19p13.3
VMAC	400673	19p13.3
RANBP3	8498	19p13.3
LOC100128568	100128568	19p13.3
RFX2	5990	19p13.3
ACSBG2	81616	19p13.3
MLLT1	4298	19p13.3
ACER1	125981	19p13.3
CLPP	8192	19p13.3
ALKBH7	84266	19p13.3
GTF2F1	2962	19p13.3
PSPN	5623	19p13.3
MIR6885	102465533	19p13.3
MIR6790	102465473	19p13.3
LOC390877	390877	19p13.3
KHSRP	8570	19p13.3
MIR3940	100500888	19p13.3
SLC25A41	284427	19p13.3
SLC25A23	79085	19p13.3
CRB3	92359	19p13.3
DENND1C	79958	19p13.3
TUBB4A	10382	19p13.3
hsa-mir-220b	-634	19p13.3
TNFSF9	8744	19p13.3
CD70	970	19p13.3
TNFSF14	8740	19p13.3
C3	718	19p13.3
GPR108	56927	19p13.3
MIR6791	102465474	19p13.3
TRIP10	9322	19p13.3
SH2D3A	10045	19p13.3
VAV1	7409	19p13.3
ADGRE1	2015	19p13.3
ADGRE4P	326342	19p13.2
FLJ25758	497049	19p13.2
MBD3L2	125997	19p13.2
MBD3L3	653657	19p13.2
MBD3L4	653656	19p13.2
MBD3L5	284428	19p13.2
ZNF557	79230	19p13.2
INSR	3643	19p13.2
ARHGEF18	23370	19p13.2
LOC100128573	100128573	19p13.2
PEX11G	92960	19p13.2
C19orf45	374877	19p13.2
ZNF358	140467	19p13.2
MCOLN1	57192	19p13.2
PNPLA6	10908	19p13.2
CAMSAP3	57662	19p13.2
MIR6792	102465475	19p13.2
XAB2	56949	19p13.2
PCP2	126006	19p13.2
PET100	100131801	19p13.2
STXBP2	6813	19p13.2
RETN	56729	19p13.2
MCEMP1	199675	19p13.2
TRAPPC5	126003	19p13.2
FCER2	2208	19p13.2
CLEC4G	339390	19p13.2
CD209	30835	19p13.2
CLEC4M	10332	19p13.2
CLEC4GP1	440508	19p13.2
EVI5L	115704	19p13.2
PRR36	80164	19p13.2
LYPLA2P2	388499	19p13.2
LRRC8E	80131	19p13.2
MAP2K7	5609	19p13.2
TGFBR3L	100507588	19p13.2
SNAPC2	6618	19p13.2
CTXN1	404217	19p13.2
TIMM44	10469	19p13.2
ELAVL1	1994	19p13.2
CCL25	6370	19p13.2
FBN3	84467	19p13.2
CERS4	79603	19p13.2
CD320	51293	19p13.2
NDUFA7	4701	19p13.2
RPS28	6234	19p13.2
KANK3	256949	19p13.2
ANGPTL4	51129	19p13.2
RAB11B-AS1	100507567	19p13.2
MIR4999	100847049	19p13.2
RAB11B	9230	19p13.2
MARCH2	51257	19p13.2
HNRNPM	4670	19p13.2
PRAM1	84106	19p13.2
ZNF414	84330	19p13.2
MYO1F	4542	19p13.2
ADAMTS10	81794	19p13.2
ACTL9	284382	19p13.2
OR2Z1	284383	19p13.2
ZNF558	148156	19p13.2
MBD3L1	85509	19p13.2
MUC16	94025	19p13.2
OR1M1	125963	19p13.2
OR7G2	390882	19p13.2
OR7G1	125962	19p13.2
OR7G3	390883	19p13.2
ZNF317	57693	19p13.2
OR7D2	162998	19p13.2
OR7D4	125958	19p13.2
OR7E24	26648	19p13.2
ZNF699	374879	19p13.2
ZNF559-ZNF177	100529215	19p13.2
ZNF559	84527	19p13.2
ZNF177	7730	19p13.2
ZNF266	10781	19p13.2
ZNF560	147741	19p13.2
ZNF426	79088	19p13.2
LOC101928238	101928238	19p13.2
ZNF121	7675	19p13.2
ZNF561	93134	19p13.2
ZNF561-AS1	284385	19p13.2
ZNF562	54811	19p13.2
ZNF846	162993	19p13.2
FBXL12	54850	19p13.2
UBL5	59286	19p13.2
PIN1	5300	19p13.2
OLFM2	93145	19p13.2
COL5A3	50509	19p13.2
RDH8	50700	19p13.2
MIR5589	100847093	19p13.2
C3P1	388503	19p13.2
C19orf66	55337	19p13.2
ANGPTL6	83854	19p13.2
PPAN-P2RY11	692312	19p13.2
PPAN	56342	19p13.2
SNORD105	692229	19p13.2
P2RY11	5032	19p13.2
SNORD105B	100113382	19p13.2
EIF3G	8666	19p13.2
DNMT1	1786	19p13.2
S1PR2	9294	19p13.2
MIR4322	100422925	19p13.2
MRPL4	51073	19p13.2
ICAM1	3383	19p13.2
ICAM4	3386	19p13.2
ICAM5	7087	19p13.2
ZGLP1	100125288	19p13.2
FDX1L	112812	19p13.2
RAVER1	125950	19p13.2
ICAM3	3385	19p13.2
TYK2	7297	19p13.2
CDC37	11140	19p13.2
MIR1181	100302213	19p13.2
PDE4A	5141	19p13.2
KEAP1	9817	19p13.2
S1PR5	53637	19p13.2
ATG4D	84971	19p13.2
MIR1238	100302226	19p13.2
KRI1	65095	19p13.2
AP1M2	10053	19p13.2
CDKN2D	1032	19p13.2
SLC44A2	57153	19p13.2
ILF3-AS1	147727	19p13.2
ILF3	3609	19p13.2
QTRT1	81890	19p13.2
DNM2	1785	19p13.2
MIR638	693223	19p13.2
MIR4748	100616425	19p13.2
MIR199A1	406976	19p13.2
MIR6793	102466737	19p13.2
TMED1	11018	19p13.2
C19orf38	255809	19p13.2
CARM1	10498	19p13.2
YIPF2	78992	19p13.2
C19orf52	90580	19p13.2
SMARCA4	6597	19p13.2
LDLR	3949	19p13.2
MIR6886	102465534	19p13.2
SPC24	147841	19p13.2
KANK2	25959	19p13.2
DOCK6	57572	19p13.2
LOC105372273	105372273	19p13.2
ANGPTL8	55908	19p13.2
TSPAN16	26526	19p13.2
RAB3D	9545	19p13.2
TMEM205	374882	19p13.2
CCDC159	126075	19p13.2
PLPPR2	64748	19p13.2
EPOR	2057	19p13.2
SWSAP1	126074	19p13.2
RGL3	57139	19p13.2
CCDC151	115948	19p13.2
PRKCSH	5589	19p13.2
ELAVL3	1995	19p13.2
ZNF653	115950	19p13.2
MIR7974	102465856	19p13.2
ECSIT	51295	19p13.2
CNN1	1264	19p13.2
ELOF1	84337	19p13.2
ACP5	54	19p13.2
ZNF627	199692	19p13.2
HNRNPA1P10	664709	19p13.2
ZNF833P	401898	19p13.2
ZNF823	55552	19p13.2
ZNF441	126068	19p13.2
ZNF491	126069	19p13.2
ZNF440	126070	19p13.2
ZNF439	90594	19p13.2
ZNF69	7620	19p13.2
ZNF700	90592	19p13.2
ZNF763	284390	19p13.2
LOC101928464	101928464	19p13.2
ZNF433	163059	19p13.2
ZNF878	729747	19p13.2
ZNF844	284391	19p13.2
ZNF788	388507	19p13.2
ZNF20	7568	19p13.2
ZNF625-ZNF20	100529855	19p13.2
ZNF625	90589	19p13.2
ZNF136	7695	19p13.2
LOC100289333	100289333	19p13.2
ZNF44	51710	19p13.2
ZNF563	147837	19p13.2
ZNF442	79973	19p13.2
ZNF799	90576	19p13.2
ZNF443	10224	19p13.2
ZNF709	163051	19p13.2
ZNF564	163050	19p13.2
ZNF490	57474	19p13.2
ZNF791	163049	19p13.13
MAN2B1	4125	19p13.13
WDR83OS	51398	19p13.13
WDR83	84292	19p13.13
DHPS	1725	19p13.13
LOC105372280	105372280	19p13.13
FBXW9	84261	19p13.13
TNPO2	30000	19p13.13
SNORD135	106633804	19p13.13
SNORD41	26810	19p13.13
C19orf43	79002	19p13.13
ASNA1	439	19p13.13
BEST2	54831	19p13.13
HOOK2	29911	19p13.13
MIR5684	100847071	19p13.13
JUNB	3726	19p13.13
PRDX2	7001	19p13.13
RNASEH2A	10535	19p13.13
RTBDN	83546	19p13.13
MAST1	22983	19p13.13
MIR6794	102466196	19p13.13
DNASE2	1777	19p13.13
KLF1	10661	19p13.13
GCDH	2639	19p13.13
SYCE2	256126	19p13.13
FARSA	2193	19p13.13
MIR5695	100847016	19p13.13
CALR	811	19p13.13
MIR6515	102466659	19p13.13
RAD23A	5886	19p13.13
GADD45GIP1	90480	19p13.13
DAND5	199699	19p13.13
NFIX	4784	19p13.13
LYL1	4066	19p13.13
TRMT1	55621	19p13.13
NACC1	112939	19p13.13
STX10	8677	19p13.13
IER2	9592	19p13.13
CACNA1A	773	19p13.13
CCDC130	81576	19p13.13
MRI1	84245	19p13.13
C19orf53	28974	19p13.13
ZSWIM4	65249	19p13.13
LOC284454	284454	19p13.12
MIR24-2	407013	19p13.12
MIR27A	407018	19p13.12
MIR23A	407010	19p13.12
MIR181C	406957	19p13.12
MIR181D	574457	19p13.12
NANOS3	342977	19p13.12
C19orf57	79173	19p13.12
