Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Karyotype band
ENSG00000239265	3	150852484	151080726	q25.1
ENSG00000163646	3	150926163	150972999	q25.1
ENSG00000074657	18	58862600	58986480	q21.32
ENSG00000204438	6	31661229	31666283	p21.33
ENSG00000279789	16	29913144	29915337	p11.2
ENSG00000114383	3	50320027	50328251	p21.31
ENSG00000174943	16	29905012	29927035	p11.2
ENSG00000107745	10	72367327	72626191	q22.1
ENSG00000232843	9	92893698	92894505	q22.31
ENSG00000226721	9	92836826	92837668	q22.31
ENSG00000146592	7	28299321	28825894	p15.1
ENSG00000226668	9	92882567	92899608	q22.31
ENSG00000259056	2	84750769	84751231	p11.2
ENSG00000235847	2	84777259	84778223	p11.2
ENSG00000122692	9	33041764	33076659	p21.1
ENSG00000230634	22	46481329	46481760	q13.31
ENSG00000068001	3	50317790	50322906	p21.31
ENSG00000127081	9	92845031	92878038	q22.31
ENSG00000115423	2	84516455	84819589	p11.2
ENSG00000254603	11	56512235	56513171	q12.1
ENSG00000185701	11	56526568	56527503	q12.1
ENSG00000226807	8	141433829	141507230	q24.3
ENSG00000255223	11	56542262	56543281	q12.1
ENSG00000281797	CHR_HSCHR17_1_CTG5	46799540	46804933	
ENSG00000254834	11	56576736	56577787	q12.1
ENSG00000260234	3	150882997	150941743	q25.1
ENSG00000166693	11	56597426	56598362	q12.1
ENSG00000196092	9	36833275	37034185	p13.2
ENSG00000281498	CHR_HSCHR14_7_CTG1	93939555	93944129	
ENSG00000116691	1	12019466	12032045	p36.22
ENSG00000237276	1	16215909	16228027	p36.13
ENSG00000255012	11	56609236	56614874	q12.1
ENSG00000278693	CHR_HSCHR14_7_CTG1	93934153	93976791	
ENSG00000285769	11	112637342	112751131	q23.1
ENSG00000254626	11	112787304	112795854	q23.2
ENSG00000187984	9	92809388	92888693	q22.31
ENSG00000125734	19	6729914	6737603	p13.3
ENSG00000276385	20	8934984	8935481	p12.3
ENSG00000225384	X	34717440	34717992	p21.1
ENSG00000228438	20	8929895	8930038	p12.3
ENSG00000225479	20	8248704	8256918	p12.3
ENSG00000228785	CHR_HSCHR6_MHC_COX_CTG1	32818730	32818804	
ENSG00000226262	20	8097824	8099774	p12.3
ENSG00000273704	X	34768327	34768688	p21.1
ENSG00000231925	6	33299694	33314387	p21.32
ENSG00000189132	X	34942796	34944915	p21.1
ENSG00000277303	CHR_HSCHR17_7_CTG4	38472490	38476208	
ENSG00000229347	X	35058927	35059974	p21.1
ENSG00000275025	17	50098460	50098899	q21.33
ENSG00000250282	17	50100704	50101920	q21.33
ENSG00000234922	7	25265924	25266290	p15.3
ENSG00000225208	10	101311018	101311505	q24.32
ENSG00000259258	15	65105534	65105800	q22.31
ENSG00000230967	10	101322485	101323394	q24.32
ENSG00000246922	15	65092770	65115197	q22.31
ENSG00000233824	7	25321302	25326815	p15.3
ENSG00000176268	13	40863599	40863902	q14.11
ENSG00000168852	13	40822296	40921749	q14.11
ENSG00000271959	8	141434545	141437954	q24.3
ENSG00000253605	8	141459075	141460031	q24.3
ENSG00000283380	X	20769718	21374265	p22.12
ENSG00000223496	16	70246778	70251930	q22.1
ENSG00000225579	13	77828222	77833950	q22.3
ENSG00000167925	17	42188799	42194532	q21.2
ENSG00000264138	17	28848860	28849592	q11.2
ENSG00000174939	16	29900375	29919864	p11.2
ENSG00000239827	13	40882577	40921774	q14.11
ENSG00000132591	17	28854938	28861067	q11.2
ENSG00000234223	7	80246409	80312456	q21.11
ENSG00000170242	11	11841423	11959323	p15.3
ENSG00000070915	16	56865207	56915850	q13
ENSG00000169851	4	30720415	31146805	p15.1
ENSG00000251473	4	105102891	105104004	q24
ENSG00000250670	4	104556960	104568877	q24
ENSG00000284294	22	18936411	18947741	q11.21
ENSG00000283809	22	18906238	18947732	q11.21
ENSG00000276992	4	104996900	104997052	q24
ENSG00000185187	11	405716	417455	p15.5
ENSG00000248373	4	104907357	105120000	q24
ENSG00000275318	9	92840955	92841688	q22.31
ENSG00000148814	10	132332154	132379918	q26.3
ENSG00000100033	22	18912777	18936553	q11.21
ENSG00000168772	4	104468312	104494901	q24
ENSG00000204435	6	31665236	31670343	p21.33
ENSG00000249678	4	30776257	30793970	p15.1
ENSG00000073849	3	186930485	187078553	q27.3
ENSG00000245384	4	104490965	104697592	q24
ENSG00000059378	7	140023744	140063721	q34
ENSG00000250624	4	30884443	30885182	p15.1
ENSG00000244470	4	104886118	104886955	q24
ENSG00000259909	15	72638821	72640125	q24.1
ENSG00000226961	2	11351627	11352118	p25.1
ENSG00000248242	4	104653874	104966793	q24
ENSG00000149294	11	112961247	113278436	q23.2
ENSG00000230952	2	11357515	11365636	p25.1
ENSG00000231957	10	78068623	78069538	q22.3
ENSG00000283096	10	78176928	78178186	q22.3
ENSG00000231403	2	11388023	11390367	p25.1
ENSG00000236212	7	34209526	34256343	p14.3
ENSG00000178445	9	6532464	6645783	p24.1
ENSG00000204323	17	75633434	75641404	q25.1
ENSG00000233312	CHR_HSCHR6_MHC_SSTO_CTG1	31974678	31995335	
ENSG00000215186	15	72654738	72666394	q24.1
ENSG00000225228	CHR_HSCHR6_MHC_APD_CTG1	31595673	31597188	
ENSG00000229543	10	78293842	78301003	q22.3
ENSG00000075643	18	36187519	36272157	q12.2
ENSG00000230417	10	78179185	78551355	q22.3
ENSG00000259120	17	75646243	75647977	q25.1
ENSG00000247735	16	29926836	29928933	p11.2
ENSG00000278310	CHR_HSCHR15_4_CTG8	28491516	28504915	
ENSG00000264270	17	75683543	75684799	q25.1
ENSG00000238025	13	42933858	42934892	q14.11
ENSG00000133106	13	42886388	42992271	q14.11
ENSG00000235190	X	131937670	131937853	q26.2
ENSG00000230229	10	78352597	78356100	q22.3
ENSG00000260951	7	25358240	25359908	p15.3
ENSG00000282952	10	78538391	78551719	q22.3
ENSG00000230602	CHR_HSCHR6_MHC_MCF_CTG1	32466666	32469843	
ENSG00000285960	7	25431980	25500443	p15.3
ENSG00000282863	10	78179174	78675109	q22.3
ENSG00000227386	7	25547762	25551062	p15.2
ENSG00000135218	7	80369575	80679277	q21.11
ENSG00000091129	7	108147623	108456717	q31.1
ENSG00000234878	20	39932922	39933239	q12
ENSG00000235379	7	34710757	34711480	p14.3
ENSG00000237767	20	40004477	40008529	q12
ENSG00000196421	20	64034344	64039962	q13.33
ENSG00000225845	CHR_HSCHR6_MHC_MCF_CTG1	32470120	32483292	
ENSG00000213440	21	44046347	44047041	q22.3
ENSG00000274849	18	36189824	36190272	q12.2
ENSG00000187258	7	34658239	34878332	p14.3
ENSG00000285238	12	6556886	6607367	p13.31
ENSG00000224177	2	11393981	11403077	p25.1
ENSG00000160218	21	44012319	44106552	q22.3
ENSG00000285569	2	11407297	11423809	p25.1
ENSG00000273645	CHR_HSCHR8_8_CTG1	1973878	2006936	
ENSG00000111641	12	6556863	6568691	p13.31
ENSG00000090470	15	65117379	65133836	q22.31
ENSG00000148483	10	17752252	17800868	p12.33
ENSG00000282053	CHR_HSCHR8_8_CTG1	1972570	1974637	
ENSG00000282260	CHR_HSCHR8_8_CTG1	1974818	1975314	
ENSG00000158125	2	31334321	31414715	p23.1
ENSG00000175202	15	72675782	72686149	q24.1
ENSG00000282334	CHR_HSCHR8_8_CTG1	1971397	1976478	
ENSG00000225286	7	28615097	28615888	p15.1
ENSG00000261281	15	72682266	72682904	q24.1
ENSG00000243053	17	28802444	28802822	q11.2
ENSG00000260139	15	77894684	77904674	q24.3
ENSG00000251209	15	97572185	97874550	q26.2
ENSG00000173065	17	28755978	28855232	q11.2
ENSG00000274334	CHR_HSCHR16_3_CTG1	4373807	4385487	
ENSG00000245156	11	66269832	66278525	q13.2
ENSG00000174851	11	66284580	66289170	q13.2
ENSG00000119977	10	95663396	95694143	q24.1
ENSG00000228926	CHR_HSCHR6_MHC_SSTO_CTG1	31601835	31602108	
ENSG00000282228	CHR_HSCHR16_3_CTG1	4331549	4356579	
ENSG00000034053	15	28884483	29118315	q13.1
ENSG00000279348	2	216211404	216213519	q35
ENSG00000101888	X	109535781	109544690	q23
ENSG00000132881	1	16231700	16237162	p36.13
ENSG00000233370	2	110184054	110185179	q13
ENSG00000230609	10	72560264	72560456	q22.1
ENSG00000247867	11	75758455	75768647	q13.5
ENSG00000226163	10	72501746	72502956	q22.1
ENSG00000282915	10	72467749	72473304	q22.1
ENSG00000276531	10	72483245	72483812	q22.1
ENSG00000062282	11	75759512	75801535	q13.5
ENSG00000265453	17	27281094	27281415	q11.1
ENSG00000260804	2	216217045	216220192	q35
ENSG00000163606	3	112921209	112975122	q13.2
ENSG00000231092	2	216259595	216266130	q35
ENSG00000233581	2	216303325	216321737	q35
ENSG00000144583	2	216257865	216372027	q35
ENSG00000172250	22	42500579	42512560	q13.2
ENSG00000275621	CHR_HSCHR17_1_CTG5	46805899	46851260	
ENSG00000203883	20	64047582	64049641	q13.33
ENSG00000232577	CHR_HSCHR6_MHC_SSTO_CTG1	31992630	31996175	
ENSG00000233929	1	16241213	16241398	p36.13
ENSG00000163527	3	31532638	31637622	p23
ENSG00000120451	11	130875436	130916509	q25
ENSG00000254697	11	78581675	78582156	q14.1
ENSG00000276980	19	6716386	6717742	p13.3
ENSG00000274685	10	133374736	133374869	q26.3
ENSG00000251259	4	105137280	105140619	q24
ENSG00000145506	5	1008829	1038943	p15.33
ENSG00000174279	2	176077472	176083913	q31.1
ENSG00000233874	X	109568478	109570289	q23
ENSG00000240053	6	31670167	31673776	p21.33
ENSG00000164729	17	35192520	35194523	q12
ENSG00000255492	11	11856490	11856859	p15.3
ENSG00000240163	15	60390371	60390682	q22.2
ENSG00000128714	2	176092891	176095938	q31.1
ENSG00000233415	20	40031585	40043889	q12
ENSG00000183628	22	18906028	18914238	q11.21
ENSG00000223410	20	40121041	40126357	q12
ENSG00000263020	6	31666102	31673546	p21.33
ENSG00000187735	8	53966552	54022529	q11.23
ENSG00000229132	X	92113246	92114461	q21.31
ENSG00000275949	CHR_HSCHR17_1_CTG5	46812294	46875243	
ENSG00000200431	X	70450879	70451022	q13.1
ENSG00000251987	3	53530322	53530401	p21.1
ENSG00000252316	7	148963315	148963410	q36.1
ENSG00000284344	17	43444806	43444885	q21.31
ENSG00000202229	14	23156309	23156414	q11.2
ENSG00000201148	1	34112949	34113063	p35.1
ENSG00000206741	5	172779982	172780094	q35.1
ENSG00000284353	17	58331232	58331318	q22
ENSG00000199664	10	77776951	77777055	q22.3
ENSG00000200131	9	106679977	106680329	q31.2
ENSG00000252013	14	75202081	75202169	q24.3
ENSG00000273885	11	93721797	93721866	q21
ENSG00000221411	19	2234062	2234149	p13.3
ENSG00000252297	8	123342414	123342519	q24.13
ENSG00000238364	19	10551033	10551092	p13.2
ENSG00000264951	CHR_HSCHR6_MHC_MCF_CTG1	31833247	31833349	
ENSG00000278778	4	3063472	3063701	p16.3
ENSG00000207980	19	13836587	13836659	p13.12
ENSG00000265675	19	49081332	49081630	q13.33
ENSG00000206772	11	112352556	112352662	q23.1
ENSG00000274984	7	73067231	73067332	q11.23
ENSG00000277473	6	11644067	11644343	p24.1
ENSG00000200887	10	30299569	30299673	p11.23
ENSG00000207629	19	53706252	53706336	q13.42
ENSG00000252593	8	102533241	102533339	q22.3
ENSG00000223096	2	178142548	178142651	q31.2
ENSG00000207105	15	48995912	48996022	q21.1
ENSG00000264157	2	96798278	96798353	q11.2
ENSG00000252729	17	43473585	43473690	q21.31
ENSG00000271932	7	140884072	140884178	q34
ENSG00000206650	12	68627234	68627375	q15
ENSG00000202400	2	231460371	231460440	q37.1
ENSG00000265595	20	54068408	54068485	q13.2
ENSG00000201076	2	60911303	60911442	p16.1
ENSG00000275991	CHR_HSCHR17_3_CTG2	1101777	1102043	
ENSG00000264646	CHR_HSCHR6_MHC_MCF_CTG1	29747504	29747605	
ENSG00000252787	3	52688890	52688962	p21.1
ENSG00000283848	3	50273236	50273297	p21.31
ENSG00000201364	10	21933143	21933438	p12.31
ENSG00000238735	2	20246326	20246387	p24.1
ENSG00000263728	CHR_HSCHR6_MHC_COX_CTG1	30740863	30741114	
ENSG00000283612	5	168560904	168560965	q34
ENSG00000206671	6	27596412	27596517	p22.1
ENSG00000201942	12	79878305	79878419	q21.2
ENSG00000275586	7	148876018	148876286	q36.1
ENSG00000264390	6	140683814	140683883	q24.1
ENSG00000221440	4	88206427	88206552	q22.1
ENSG00000222774	11	127406028	127406332	q24.2
ENSG00000199883	11	16842253	16842587	p15.2
ENSG00000200310	6	120686621	120686742	q22.31
ENSG00000275117	CHR_HSCHR19LRC_COX2_CTG3_1	54115536	54131896	
ENSG00000200390	2	127829747	127829852	q14.3
ENSG00000278449	7	143382686	143382800	q34
ENSG00000238300	9	33934296	33934376	p13.3
ENSG00000244308	3	120110498	120110786	q13.33
ENSG00000201361	16	84262815	84262928	q24.1
ENSG00000252320	X	136583240	136583345	q26.3
ENSG00000283450	8	41660444	41660507	p11.21
ENSG00000252315	Y	17557864	17557976	q11.222
ENSG00000283534	X	74218549	74218618	q13.2
ENSG00000251807	X	41919254	41919349	p11.4
ENSG00000199411	9	137094345	137094430	q34.3
ENSG00000223309	X	48959179	48959282	p11.23
ENSG00000200378	5	139447907	139448017	q31.2
ENSG00000200334	5	149940030	149940131	q32
ENSG00000208883	X	110224985	110225063	q23
ENSG00000275483	CHR_HSCHR19LRC_PGF2_CTG3_1	54661303	54685299	
ENSG00000239868	19	41286424	41286693	q13.2
ENSG00000252891	6	89898283	89898392	q15
ENSG00000252482	10	32173684	32173744	p11.22
ENSG00000201850	16	68089449	68089543	q22.1
ENSG00000206929	12	101446825	101446932	q23.2
ENSG00000200021	17	74417594	74417704	q25.1
ENSG00000243446	10	77912271	77912545	q22.3
ENSG00000252544	4	151300518	151300613	q31.3
ENSG00000244314	3	195146728	195147003	q29
ENSG00000207309	6	96649453	96649591	q16.1
ENSG00000276562	9	41578903	41579186	p11.2
ENSG00000207296	19	38797002	38797109	q13.2
ENSG00000275268	X	140451148	140451208	q27.1
ENSG00000200779	2	71379755	71379858	p13.2
ENSG00000278217	11	65502914	65503008	q13.1
ENSG00000276019	6	8653558	8653797	p24.3
ENSG00000199979	16	68885576	68885677	q22.1
ENSG00000239247	4	2316197	2316506	p16.3
ENSG00000276991	22	26673254	26673630	q12.1
ENSG00000201619	1	179201487	179201627	q25.2
ENSG00000284214	1	207801852	207801939	q32.2
ENSG00000277836	KI270728.1	1270984	1271271	
ENSG00000200156	15	65304677	65304792	q22.31
ENSG00000202308	9	107663140	107663246	q31.2
ENSG00000199620	8	26136880	26136998	p21.2
ENSG00000244003	16	58770524	58770820	q21
ENSG00000275063	KI270726.1	41444	41876	
ENSG00000263439	1	235190034	235190116	q42.3
ENSG00000266863	9	6661651	6661942	p24.1
ENSG00000266158	X	47280811	47281063	p11.3
ENSG00000251718	2	11561194	11561306	p25.1
ENSG00000238628	6	87720915	87721018	q15
ENSG00000278349	11	71473503	71473568	q13.4
ENSG00000199964	2	64834056	64834157	p14
ENSG00000276601	17	58785323	58785608	q22
ENSG00000266228	10	35079598	35079680	p11.21
ENSG00000263679	CHR_HSCHR6_MHC_MCF_CTG1	31573052	31573153	
ENSG00000278817	KI270734.1	131494	137392	
ENSG00000207404	5	108891437	108891546	q21.3
ENSG00000266704	12	120155434	120155499	q24.23
ENSG00000265852	CHR_HSCHR6_MHC_QBL_CTG1	31486996	31487097	
ENSG00000206588	14	34556226	34556389	q13.1
ENSG00000274770	11	56743873	56743981	q12.1
ENSG00000207114	3	171504245	171504351	q26.31
ENSG00000251798	7	76087444	76087547	q11.23
ENSG00000264482	13	102045934	102046004	q33.1
ENSG00000280627	CHR_HG2030_PATCH	133351903	133356824	
ENSG00000265539	11	69083176	69083258	q13.3
ENSG00000202309	2	39128826	39128927	p22.1
ENSG00000252691	1	26006216	26006299	p36.11
ENSG00000275305	20	30816156	30816274	q11.21
ENSG00000282035	CHR_HSCHR3_1_CTG1	11844908	11846845	
ENSG00000283170	14	101054306	101054381	q32.31
ENSG00000200011	12	93460725	93460826	q22
ENSG00000274144	CHR_HSCHR19LRC_PGF2_CTG3_1	54115536	54131896	
ENSG00000276626	3	124792319	124792562	q21.2
ENSG00000284148	11	119312950	119313012	q23.3
ENSG00000238554	6	36639545	36639672	p21.2
ENSG00000222522	8	47979414	47979521	q11.21
ENSG00000266178	CHR_HSCHR6_MHC_COX_CTG1	30922332	30922420	
ENSG00000276941	15	23197827	23197920	q11.2
ENSG00000222664	1	93026252	93026542	p22.1
ENSG00000206937	2	61417244	61417378	p15
ENSG00000263811	1	16858949	16859021	p36.13
ENSG00000243723	2	158447166	158447461	q24.1
ENSG00000263581	13	65966330	65966429	q21.32
ENSG00000207210	5	173052452	173052555	q35.1
ENSG00000221033	15	64762387	64762515	q22.31
ENSG00000244066	1	244103932	244104210	q44
ENSG00000222054	5	9760907	9761013	p15.31
ENSG00000257215	CHR_HSCHR6_MHC_MANN_CTG1	31215489	31217512	
ENSG00000281067	CHR_HG1832_PATCH	210265636	210267241	
ENSG00000283933	1	150492345	150492410	q21.2
ENSG00000211591	16	30893903	30893985	p11.2
ENSG00000206582	20	34526510	34526606	q11.22
ENSG00000275391	16	18379351	18379410	p12.3
ENSG00000252421	12	31802958	31803090	p11.21
ENSG00000252689	Y	16138248	16138379	q11.221
ENSG00000274647	12	91632912	91633023	q21.33
ENSG00000263785	16	83508346	83508408	q23.3
ENSG00000198975	11	122146522	122146593	q24.1
ENSG00000263474	CHR_HSCHR6_MHC_MCF_CTG1	31161534	31161633	
ENSG00000266758	16	29599179	29599265	p11.2
ENSG00000278569	7	17205652	17205928	p21.1
ENSG00000274704	14	49913493	49913760	q21.3
ENSG00000223259	X	76655009	76655127	q13.3
ENSG00000283772	17	18340814	18340886	p11.2
ENSG00000207401	9	110934406	110934507	q31.3
ENSG00000283759	12	12915829	12915918	p13.1
ENSG00000278598	16	87834592	87834660	q24.2
ENSG00000238551	9	64380194	64380300	q13
ENSG00000277136	19	41442102	41442392	q13.2
ENSG00000283853	17	75784521	75784607	q25.1
ENSG00000202412	3	129818932	129819033	q22.1
ENSG00000284011	12	66251082	66251157	q14.3
ENSG00000266784	CHR_HSCHR6_MHC_SSTO_CTG1	31363816	31363922	
ENSG00000264887	CHR_HSCHR6_MHC_MCF_CTG1	31855113	31855201	
ENSG00000284038	17	48579838	48579947	q21.32
ENSG00000222202	9	20418321	20418427	p21.3
ENSG00000277784	17	81693757	81693869	q25.3
ENSG00000274713	19	11495544	11495622	p13.2
ENSG00000277919	15	62304658	62304734	q22.2
ENSG00000223217	17	75409086	75409188	q25.1
ENSG00000241156	3	116582552	116582830	q13.31
ENSG00000263947	CHR_HSCHR16_1_CTG1	14601823	14602094	
ENSG00000275726	19	45436654	45436704	q13.32
ENSG00000206944	18	48169784	48169890	q21.1
ENSG00000199156	15	63870930	63871019	q22.31
ENSG00000277588	19	58334688	58334751	q13.43
ENSG00000202290	13	97362972	97363101	q32.1
ENSG00000206755	16	30710537	30710665	p11.2
ENSG00000266063	2	111771061	111771134	q13
ENSG00000212556	3	127202372	127202473	q21.3
ENSG00000222123	15	25738508	25738620	q12
ENSG00000265503	17	12917268	12917342	p12
ENSG00000265507	2	87629755	87629834	p11.2
ENSG00000276211	CHR_HSCHR19LRC_COX1_CTG3_1	54942736	54967295	
ENSG00000201794	7	2999094	2999394	p22.2
ENSG00000278159	20	7371608	7371692	p12.3
ENSG00000258002	CHR_HSCHR6_MHC_MCF_CTG1	31249103	31251125	
ENSG00000274772	8	144683169	144683464	q24.3
ENSG00000263583	17	27293910	27293996	q11.1
ENSG00000212314	19	54263951	54264053	q13.42
ENSG00000285447	9	112997120	113050043	q32
ENSG00000212102	22	21652981	21653058	q11.21
ENSG00000266151	20	44408120	44408203	q13.12
ENSG00000199920	X	134760208	134760348	q26.3
ENSG00000277762	1	147689256	147689537	q21.2
ENSG00000266392	17	81400716	81400778	q25.3
ENSG00000241868	3	196397508	196397778	q29
ENSG00000277872	22	25455646	25455711	q11.23
ENSG00000273896	CHR_HSCHR19LRC_LRC_T_CTG3_1	54190866	54195141	
ENSG00000199102	4	112648363	112648430	q25
ENSG00000202268	3	45255409	45255620	p21.31
ENSG00000275806	CHR_HSCHR19LRC_PGF1_CTG3_1	54069947	54081380	
ENSG00000201474	5	162477891	162477993	q34
ENSG00000263800	19	12787128	12787192	p13.13
ENSG00000283498	5	118974586	118974670	q23.1
ENSG00000264274	4	147782595	147782668	q31.23
ENSG00000201348	20	8831186	8831393	p12.3
ENSG00000275559	13	50081843	50081978	q14.2
ENSG00000266245	6	170330761	170330844	q27
ENSG00000264279	2	239943015	239943094	q37.3
ENSG00000283572	1	3127975	3128035	p36.32
ENSG00000274494	6	31633787	31633858	p21.33
ENSG00000207410	17	67271469	67271607	q24.2
ENSG00000266321	10	14383200	14383277	p13
ENSG00000265214	7	63621090	63621169	q11.21
ENSG00000201260	10	16207821	16207927	p13
ENSG00000283320	20	3917502	3917563	p13
ENSG00000207691	7	129774905	129775014	q32.2
ENSG00000276866	10	67403351	67403410	q21.3
ENSG00000251889	2	48340687	48340826	p16.3
ENSG00000199814	9	14850429	14850535	p22.3
ENSG00000207554	20	63942631	63942726	q13.33
ENSG00000199377	1	44721786	44721902	p34.1
ENSG00000278365	CHR_HSCHR19LRC_LRC_S_CTG3_1	54102906	54107026	
ENSG00000284594	11	1880045	1880147	p15.5
ENSG00000207935	9	70809975	70810084	q21.12
ENSG00000266243	5	31936102	31936159	p13.3
ENSG00000239079	11	122726208	122726311	q24.1
ENSG00000277066	13	50045143	50045232	q14.2
ENSG00000207730	1	1167104	1167198	p36.33
ENSG00000251796	Y	26247384	26247521	q11.23
ENSG00000264760	5	154596012	154596072	q33.2
ENSG00000265227	12	81158388	81158461	q21.31
ENSG00000221269	9	97363554	97363681	q22.33
ENSG00000264483	1	227941590	227941683	q42.13
ENSG00000275230	9	62363581	62363864	q13
ENSG00000284446	6	31956839	31956940	p21.33
ENSG00000252695	13	24162416	24162504	q12.12
ENSG00000222941	7	151916331	151916418	q36.1
ENSG00000263861	9	109511475	109511545	q31.3
ENSG00000252383	17	16098704	16098807	p12
ENSG00000264747	10	57304479	57304559	q21.1
ENSG00000275429	16	28390982	28391051	p12.1
ENSG00000207632	6	126484631	126484713	q22.32
ENSG00000212612	14	18978847	18978953	q11.2
ENSG00000263600	X	32583656	32583752	p21.1
ENSG00000207397	19	22555261	22555367	p12
ENSG00000252449	3	62814382	62814491	p14.2
ENSG00000273912	11	28477481	28477548	p14.1
ENSG00000221739	17	48156427	48156511	q21.32
ENSG00000283795	1	192716328	192716390	q31.2
ENSG00000264069	7	43150895	43150994	p14.1
ENSG00000200889	17	59537359	59537499	q23.1
ENSG00000277630	GL000213.1	108007	139659	
ENSG00000211538	X	50009722	50009805	p11.23
ENSG00000284258	19	44758657	44758721	q13.32
ENSG00000238793	17	40027542	40027645	q21.1
ENSG00000278108	12	53056944	53057012	q13.13
ENSG00000283938	1	25906362	25906454	p36.11
ENSG00000206788	2	178038902	178039004	q31.2
ENSG00000275373	11	12163683	12163767	p15.3
ENSG00000199043	7	130496111	130496204	q32.2
ENSG00000274424	15	30405307	30405597	q13.2
ENSG00000208008	19	51693254	51693339	q13.41
ENSG00000265789	X	151168222	151168326	q28
ENSG00000277025	CHR_HSCHR19LRC_LRC_J_CTG3_1	54173854	54190480	
ENSG00000264864	13	49996415	49996501	q14.2
ENSG00000266192	11	96341438	96341526	q21
ENSG00000276859	20	58842030	58842132	q13.32
ENSG00000211575	1	93846832	93846911	p22.1
ENSG00000284200	8	144079874	144079942	q24.3
ENSG00000276027	22	42615244	42615393	q13.2
ENSG00000252992	11	117263799	117263952	q23.3
ENSG00000283490	19	53708735	53708835	q13.42
ENSG00000194717	14	101029634	101029714	q32.31
ENSG00000263885	11	101519820	101519905	q22.1
ENSG00000272113	9	32820261	32820350	p21.1
ENSG00000273623	7	87345082	87345233	q21.12
ENSG00000207813	10	51299573	51299655	q21.1
ENSG00000265641	18	35934088	35934142	q12.2
ENSG00000283724	1	37480230	37480289	p34.3
ENSG00000265861	12	97939056	97939121	q23.1
ENSG00000276029	9	41233755	41233835	p11.2
ENSG00000199446	10	63110139	63110246	q21.3
ENSG00000207699	19	53739333	53739419	q13.42
ENSG00000242121	2	182314284	182314544	q32.1
ENSG00000207620	19	53761133	53761222	q13.42
ENSG00000276319	13	44196129	44196200	q14.11
ENSG00000266262	1	237471119	237471191	q43
ENSG00000206915	2	49233794	49233899	p16.3
ENSG00000207617	9	95086014	95086094	q22.32
ENSG00000265056	2	11767444	11767525	p25.1
ENSG00000252231	1	173921070	173921200	q25.1
ENSG00000266782	10	117167678	117167774	q25.3
ENSG00000265885	13	110097851	110098151	q34
ENSG00000283856	14	24143489	24143565	q12
ENSG00000206906	14	18343038	18343144	q11.2
ENSG00000202569	10	102436512	102436584	q24.32
ENSG00000221055	2	113582959	113583096	q14.1
ENSG00000266139	2	111321013	111321086	q13
ENSG00000277889	9	106600928	106601022	q31.2
ENSG00000263556	5	44716193	44716486	p12
ENSG00000278483	11	27514970	27515047	p14.1
ENSG00000277341	17	37907957	37908063	q12
ENSG00000284149	2	131491160	131491236	q21.1
ENSG00000276857	10	112299612	112299690	q25.2
ENSG00000266449	15	76586647	76586691	q24.3
ENSG00000239008	X	80857076	80857202	q21.1
ENSG00000277590	2	207166400	207166498	q33.3
ENSG00000207693	9	137838419	137838516	q34.3
ENSG00000252329	11	12904817	12904988	p15.3
ENSG00000283475	12	12111952	12112036	p13.2
ENSG00000283618	7	30115845	30115994	p14.3
ENSG00000265694	2	168582943	168583018	q24.3
ENSG00000199196	13	34100711	34100838	q13.2
ENSG00000274805	16	2463967	2464038	p13.3
ENSG00000273700	12	111304142	111304209	q24.12
ENSG00000275822	CHR_HSCHR19LRC_COX1_CTG3_1	54835171	54842110	
ENSG00000207635	20	34990376	34990497	q11.22
ENSG00000207785	X	50008431	50008514	p11.23
ENSG00000266072	13	51348567	51348639	q14.3
ENSG00000257381	16	16300159	16300242	p13.11
ENSG00000266808	2	184378975	184379044	q32.1
ENSG00000211137	15	62823957	62824041	q22.2
ENSG00000212344	3	128141875	128141977	q21.3
ENSG00000200254	1	42569033	42569139	p34.2
ENSG00000206721	3	120210320	120210421	q13.33
ENSG00000284251	3	48578902	48578977	p21.31
ENSG00000252746	14	37187219	37187314	q13.3
ENSG00000207808	19	13836440	13836517	p13.12
ENSG00000207965	15	70079372	70079468	q23
ENSG00000222532	X	63786002	63786087	q11.1
ENSG00000265164	13	101967642	101967746	q33.1
ENSG00000264901	20	47166967	47167058	q13.12
ENSG00000275670	3	113432118	113432200	q13.2
ENSG00000265418	2	10192614	10192671	p25.1
ENSG00000265849	CHR_HSCHR6_MHC_APD_CTG1	31603330	31603405	
ENSG00000264399	17	58335976	58336022	q22
ENSG00000275291	1	144523860	144524021	q21.1
ENSG00000207026	12	33923374	33923480	p11.1
ENSG00000207866	X	147281943	147282030	q27.3
ENSG00000221598	22	45200954	45201019	q13.31
ENSG00000199069	14	101025732	101025817	q32.31
ENSG00000263932	3	183886800	183886885	q27.1
ENSG00000264764	2	102432289	102432366	q12.1
ENSG00000264961	17	80419418	80419493	q25.3
ENSG00000266745	3	20137565	20137641	p24.3
ENSG00000199986	3	180581057	180581163	q26.33
ENSG00000199836	14	99945315	99945477	q32.2
ENSG00000263746	5	1708785	1708868	p15.33
ENSG00000252516	1	247204570	247204661	q44
ENSG00000207978	14	101059755	101059838	q32.31
ENSG00000266582	18	47380496	47380565	q21.1
ENSG00000283639	2	218823090	218823154	q35
ENSG00000243702	20	18592330	18592619	p11.23
ENSG00000252466	3	48316360	48316459	p21.31
ENSG00000265304	5	38557502	38557561	p13.1
ENSG00000253090	6	107985659	107985773	q21
